Name,Address,Location,section,Role,page_num,nom_classification,is_provincia,provincia_town,geocoding_tier,match_confidence,match_note,nominatim_query,nominatim_flagged,matched_lat,matched_lon
Annone Veneto,,Annone Veneto,UFFICl PUBBLICI,Ufficio Telegrafico,494,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Annone Veneto,,Annone Veneto,UFFICl PUBBLICI,Ufficio Telefonico,494,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Portogruaro,,Annone Veneto,UFFICl PUBBLICI,Agenzia Imposte,494,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Bianchet don Antonio,,Annone Veneto,UFFICl PUBBLICI,Parroci,494,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Battain don Marco,,Annone Veneto,UFFICl PUBBLICI,Parroci,494,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Fantin don Giovanni,,Annone Veneto,UFFICl PUBBLICI,Parroci,494,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Della Gasperandon Casimiro,,Annone Veneto,UFFICl PUBBLICI,Parroci,494,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
,,Annone Veneto,ISTITUZIONI,Rappresentanza Sindacato Artigiani,494,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
,,Annone Veneto,ISTITUZIONI,Rappresentanza Sindacato dell’Industria,494,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
,,Annone Veneto,ISTITUZIONI,Rappresentanza Sindacato dell’Agricoltura,494,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
,,Annone Veneto,ISTITUZIONI,Rappresentanza Federazione Provinciale Commercianti,494,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
,,Annone Veneto,ISTITUZIONI Dl BENEFICENZA,Ente Comunale di Assistenza,494,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Pellegrini avv. Oreste,,Annone Veneto,PROFESSIONISTI,Avvocati,494,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Bruttomesso Romolo,,Annone Veneto,PROFESSIONISTI,Farmacisti,494,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Bruttomesso dott. Celso,,Annone Veneto,PROFESSIONISTI,Farmacisti,494,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Leandro Martin,,Annone Veneto,PROFESSIONISTI,Geom.,494,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Nistico Giuseppe,,Annone Veneto,PROFESSIONISTI,Medici,494,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Bergamo Giuseppina,,Annone Veneto,PROFESSIONISTI,Ostetriche,494,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Ortica Giovanni,,Annone Veneto,PROFESSIONISTI,Periti,494,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Martin Lunato,,Annone Veneto,PROFESSIONISTI,Periti,494,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Aliprandi dott. Giuseppe,,Annone Veneto,PROFESSIONISTI,Veterinari,494,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Masotto Gio. Batta,,Annone Veneto,COMMERCIO E INDUSTRIA,"Agenzia compravend. immobili, affittanze, mediazioni",494,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Lazzarini Luigi,,Annone Veneto,COMMERCIO E INDUSTRIA,"Agenzia compravend. immobili, affittanze, mediazioni",494,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Sarri Sante,,Annone Veneto,COMMERCIO E INDUSTRIA,"Agenzia compravend. immobili, affittanze, mediazioni",494,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Toffolon Pietro,,Annone Veneto,COMMERCIO E INDUSTRIA,"Agenzia compravend. immobili, affittanze, mediazioni",494,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Tallon Natale,,Annone Veneto,COMMERCIO E INDUSTRIA,"Agenzia compravend. immobili, affittanze, mediazioni",494,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Giacomini Marco,,Annone Veneto,COMMERCIO E INDUSTRIA,"Agenzia compravend. immobili, affittanze, mediazioni",494,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Lucoin Guerrino,,Annone Veneto,COMMERCIO E INDUSTRIA,"Agenzia compravend. immobili, affittanze, mediazioni",494,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Furlan Cesto Maria,,Annone Veneto,COMMERCIO E INDUSTRIA,Automobili (Garage e Noleggio),494,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Giacomini Giacomo,,Annone Veneto,COMMERCIO E INDUSTRIA,Automobili (Garage e Noleggio),494,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Cassa di Risparmio di Venezia,Recapito di Annone Veneto - Palazzo Comunale,Annone Veneto,COMMERCIO E INDUSTRIA,Banche,494,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Fontebasso Luigi,,Annone Veneto,COMMERCIO E INDUSTRIA,Barbieri,494,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Ruzzene Luigi,,Annone Veneto,COMMERCIO E INDUSTRIA,Barbieri,494,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Tallon Antonio,,Annone Veneto,COMMERCIO E INDUSTRIA,Barbieri,494,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Panzarin Giuseppe,,Annone Veneto,COMMERCIO E INDUSTRIA,Bestiame (Commercio),494,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Bernani Attilio,,Annone Veneto,COMMERCIO E INDUSTRIA,"Biade, coloniali ed affini (Vendite e rappresentanze)",494,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Botosso Angelo,,Annone Veneto,COMMERCIO E INDUSTRIA,"Biade, coloniali ed affini (Vendite e rappresentanze)",494,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Ravenna Fioravante,,Annone Veneto,COMMERCIO E INDUSTRIA,"Biade, coloniali ed affini (Vendite e rappresentanze)",494,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Ivaldi Lorenzo,,Annone Veneto,COMMERCIO E INDUSTRIA,"Biade, coloniali ed affini (Vendite e rappresentanze)",494,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Camillo Gio Batta,,Annone Veneto,COMMERCIO E INDUSTRIA,"Biade, coloniali ed affini (Vendite e rappresentanze)",494,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Lazzarini Giuseppe,,Annone Veneto,COMMERCIO E INDUSTRIA,"Biade, coloniali ed affini (Vendite e rappresentanze)",494,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Meneghello Antonio,,Annone Veneto,COMMERCIO E INDUSTRIA,"Biade, coloniali ed affini (Vendite e rappresentanze)",494,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Masotto Gio Batta,,Annone Veneto,COMMERCIO E INDUSTRIA,"Biade, coloniali ed affini (Vendite e rappresentanze)",494,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Megghetti Ettore,,Annone Veneto,COMMERCIO E INDUSTRIA,"Biade, coloniali ed affini (Vendite e rappresentanze)",494,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Violati Amalia ved. Rossini,,Annone Veneto,COMMERCIO E INDUSTRIA,"Biade, coloniali ed affini (Vendite e rappresentanze)",494,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Zia Caterina in Botosso,,Annone Veneto,COMMERCIO E INDUSTRIA,"Biade, coloniali ed affini (Vendite e rappresentanze)",494,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Giacomini Giacomo,,Annone Veneto,COMMERCIO E INDUSTRIA,Biciclette,494,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Furlan Pietro,,Annone Veneto,COMMERCIO E INDUSTRIA,Biciclette,494,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Gondai Luigi,,Annone Veneto,COMMERCIO E INDUSTRIA,Biciclette,494,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Giacomini Giovanni,,Annone Veneto,COMMERCIO E INDUSTRIA,Bottiglieria e bar,494,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Lodi Luigi,,Annone Veneto,COMMERCIO E INDUSTRIA,Bottiglieria e bar,494,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Masotto Gio. Batta,,Annone Veneto,COMMERCIO E INDUSTRIA,Bottiglieria e bar,494,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Martin Antonio,,Annone Veneto,COMMERCIO E INDUSTRIA,Bozzoli da seta,494,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Masotto Gio. Batta,,Annone Veneto,COMMERCIO E INDUSTRIA,Bozzoli da seta,494,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Bernani Attilio,,Annone Veneto,COMMERCIO E INDUSTRIA,Caffe (torrfettatori del),494,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Gairain Giovani,,Annone Veneto,COMMERCIO E INDUSTRIA,Caffe (torrfettatori del),494,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Zin Caterina,,Annone Veneto,COMMERCIO E INDUSTRIA,Caffe (torrfettatori del),494,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Zin Antonio,,Annone Veneto,COMMERCIO E INDUSTRIA,Calzature,494,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Berti Alberto,,Annone Veneto,COMMERCIO E INDUSTRIA,Calzature,494,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Minuz Giuseppe,,Annone Veneto,COMMERCIO E INDUSTRIA,Capimastri,495,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Ravenna Luigi,,Annone Veneto,COMMERCIO E INDUSTRIA,Capimastri,495,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Ravenna Ugo,,Annone Veneto,COMMERCIO E INDUSTRIA,Capimastri,495,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Savian Aurelio,,Annone Veneto,COMMERCIO E INDUSTRIA,Capimastri,495,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Zin Antonio,,Annone Veneto,COMMERCIO E INDUSTRIA,Cappelli e berretti,495,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Berti Alberto,,Annone Veneto,COMMERCIO E INDUSTRIA,Cappelli e berretti,495,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Latteria Sociale,Amone Veneto,Annone Veneto,COMMERCIO E INDUSTRIA,Caseifici,495,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Latteria Turnaria Faè,,Annone Veneto,COMMERCIO E INDUSTRIA,Caseifici,495,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Latteria Turnaria,Giai,Annone Veneto,COMMERCIO E INDUSTRIA,Caseifici,495,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Bottosso Angelo,,Annone Veneto,COMMERCIO E INDUSTRIA,Cereali farine e granaglie,495,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Bernani Attilio,,Annone Veneto,COMMERCIO E INDUSTRIA,Cereali farine e granaglie,495,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Franchi Gio Batta,,Annone Veneto,COMMERCIO E INDUSTRIA,Cereali farine e granaglie,495,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Prosdocimo Camillo,,Annone Veneto,COMMERCIO E INDUSTRIA,Cereali farine e granaglie,495,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Zin Antonio,,Annone Veneto,COMMERCIO E INDUSTRIA,Chincagliere,495,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Minuz Giuseppe,,Annone Veneto,COMMERCIO E INDUSTRIA,Costruzioni Edili,495,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Brustolonesso Romolo,,Annone Veneto,COMMERCIO E INDUSTRIA,Farmacie,495,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Berti Marco,,Annone Veneto,COMMERCIO E INDUSTRIA,Fabbre e maniscalchi,495,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Zovatto Pietro,,Annone Veneto,COMMERCIO E INDUSTRIA,Fabbre e maniscalchi,495,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Bazzo Guerrino,,Annone Veneto,COMMERCIO E INDUSTRIA,Fabbre e maniscalchi,495,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Minutti Fratelli,,Annone Veneto,COMMERCIO E INDUSTRIA,Fabbre e maniscalchi,495,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Berti Alberto,,Annone Veneto,COMMERCIO E INDUSTRIA,Ferramenta,495,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Ravenna Fioravante,,Annone Veneto,COMMERCIO E INDUSTRIA,Ferramenta,495,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Marcolin Vittorio,,Annone Veneto,COMMERCIO E INDUSTRIA,Frutta fresche,495,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Artico Antonio,,Annone Veneto,COMMERCIO E INDUSTRIA,Frutta fresche,495,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Lucon Guerrino,,Annone Veneto,COMMERCIO E INDUSTRIA,Frutta fresche,495,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Famusi Giovanni,,Annone Veneto,COMMERCIO E INDUSTRIA,Industria Agraria,495,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Gracco Giacomo,,Annone Veneto,COMMERCIO E INDUSTRIA,Industria Agraria,495,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Genovese Antonio,,Annone Veneto,COMMERCIO E INDUSTRIA,Industria Agraria,495,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
De Agostini Giuseppe,,Annone Veneto,COMMERCIO E INDUSTRIA,Industria Agraria,495,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Artico Antonio,,Annone Veneto,COMMERCIO E INDUSTRIA,Lavorazione del legno,495,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Pitton Giovanni,,Annone Veneto,COMMERCIO E INDUSTRIA,Lavorazione del legno,495,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Pitton Antonio,,Annone Veneto,COMMERCIO E INDUSTRIA,Lavorazione del legno,495,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Giardi Agido,,Annone Veneto,COMMERCIO E INDUSTRIA,Lavorazione del legno,495,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Berti Giovanni ed Attilio-Daniele e Daniele,,Annone Veneto,COMMERCIO E INDUSTRIA,Legnami,495,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Distillerie Trevigiana di Ettore Meneghetti,,Annone Veneto,COMMERCIO E INDUSTRIA,Liquori,495,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Franchi Giuseppe,,Annone Veneto,COMMERCIO E INDUSTRIA,Macchine Agricole,495,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Tirani Primo,,Annone Veneto,COMMERCIO E INDUSTRIA,Macchine Agricole,495,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Salotto Fioravante,,Annone Veneto,COMMERCIO E INDUSTRIA,Macchine Agricole,495,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Salotto E.,,Annone Veneto,COMMERCIO E INDUSTRIA,Macchine Agricole,495,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Franchi Giuseppe,,Annone Veneto,COMMERCIO E INDUSTRIA,Macchine trebbiatrici,495,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Salotto Fioravante,,Annone Veneto,COMMERCIO E INDUSTRIA,Macchine trebbiatrici,495,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Zinni Giovanni,,Annone Veneto,COMMERCIO E INDUSTRIA,Maiocchile,495,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Palti Celso,,Annone Veneto,COMMERCIO E INDUSTRIA,Maiocchile,495,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Lozzer Giulietta,,Annone Veneto,COMMERCIO E INDUSTRIA,Manifatture,495,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Foaro Pietro,,Annone Veneto,COMMERCIO E INDUSTRIA,Manifatture,495,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Marzola Marzio,,Annone Veneto,COMMERCIO E INDUSTRIA,Manifatture,495,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Ramiro,,Annone Veneto,COMMERCIO E INDUSTRIA,Manifatture,495,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Biasotti Domenico,,Annone Veneto,COMMERCIO E INDUSTRIA,Mediatori,495,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Lazzarini Luigi,,Annone Veneto,COMMERCIO E INDUSTRIA,Mediatori,495,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Masotto Gio Batta,,Annone Veneto,COMMERCIO E INDUSTRIA,Mediatori,495,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Panzanin Giuseppe,,Annone Veneto,COMMERCIO E INDUSTRIA,Mediatori,495,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Seri Sante,,Annone Veneto,COMMERCIO E INDUSTRIA,Mediatori,495,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Tallon Natale,,Annone Veneto,COMMERCIO E INDUSTRIA,Mediatori,495,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Tallon Pietro,,Annone Veneto,COMMERCIO E INDUSTRIA,Mediatori,495,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Tondato Fratelli Artico Emilio,,Annone Veneto,COMMERCIO E INDUSTRIA,Mediatori,495,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Prosdocimo Camillo,,Annone Veneto,COMMERCIO E INDUSTRIA,Moline,495,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
Azienda Agricola Agricola,,Annone Veneto,COMMERCIO E INDUSTRIA,Montatura ed equina,495,outside_venice,True,annone veneto,7a,centroid_direct,No address — centroid for annone veneto,,False,45.7944,12.6829
