Name,Address,Location,Role,Additional Info,page
Zanin mons. Adolfo,BASILICA PATRIARCALE PRIMARIALE METROPOLITANA DI S. MARCO EVANGELISTA,,Canonico residenziale,COMMISSIONE PER LA SOLUZIONE DEI CASI DI COSCIENZA,87
Silvestrini mons. Francesco,BASILICA PATRIARCALE PRIMARIALE METROPOLITANA DI S. MARCO EVANGELISTA,,Canonico residenziale,COMMISSIONE PER LA SOLUZIONE DEI CASI DI COSCIENZA,87
Pescini mons. Giuseppe,BASILICA PATRIARCALE PRIMARIALE METROPOLITANA DI S. MARCO EVANGELISTA,,Canonico Onorario (residente a Roma),COMMISSIONE PER LA SOLUZIONE DEI CASI DI COSCIENZA,87
Vianello mons. Gio Batta,BASILICA PATRIARCALE PRIMARIALE METROPOLITANA DI S. MARCO EVANGELISTA,,Canonico Onorario,COMMISSIONE PER LA SOLUZIONE DEI CASI DI COSCIENZA,87
Gusso mons. Giovanni,BASILICA PATRIARCALE PRIMARIALE METROPOLITANA DI S. MARCO EVANGELISTA,,Canonico Onorario,COMMISSIONE PER LA SOLUZIONE DEI CASI DI COSCIENZA,87
Jandelli mons. dr. Evelio,BASILICA PATRIARCALE PRIMARIALE METROPOLITANA DI S. MARCO EVANGELISTA,,Canonico Onorario,COMMISSIONE PER LA SOLUZIONE DEI CASI DI COSCIENZA,87
Bottacin mons. Riccardo,BASILICA PATRIARCALE PRIMARIALE METROPOLITANA DI S. MARCO EVANGELISTA,,Canonico Onorario,COMMISSIONE PER LA SOLUZIONE DEI CASI DI COSCIENZA,87
Fercania mons. Antonio,BASILICA PATRIARCALE PRIMARIALE METROPOLITANA DI S. MARCO EVANGELISTA,,Canonico Onorario,COMMISSIONE PER LA SOLUZIONE DEI CASI DI COSCIENZA,87
De Biasio mons. Giuseppe,BASILICA PATRIARCALE PRIMARIALE METROPOLITANA DI S. MARCO EVANGELISTA,,Canonico Onorario,COMMISSIONE PER LA SOLUZIONE DEI CASI DI COSCIENZA,87
Piva mons. Vittorio,BASILICA PATRIARCALE PRIMARIALE METROPOLITANA DI S. MARCO EVANGELISTA,,Canonico Onorario,COMMISSIONE PER LA SOLUZIONE DEI CASI DI COSCIENZA,87
Vidal mons. Arturo,BASILICA PATRIARCALE PRIMARIALE METROPOLITANA DI S. MARCO EVANGELISTA,,Canonico Onorario,COMMISSIONE PER LA SOLUZIONE DEI CASI DI COSCIENZA,87
Brugnolo mons. Giuseppe,BASILICA PATRIARCALE PRIMARIALE METROPOLITANA DI S. MARCO EVANGELISTA,,Canonico Onorario,COMMISSIONE PER LA SOLUZIONE DEI CASI DI COSCIENZA,87
Galimberti mons. Attilio,BASILICA PATRIARCALE PRIMARIALE METROPOLITANA DI S. MARCO EVANGELISTA,,Canonico Onorario,COMMISSIONE PER LA SOLUZIONE DEI CASI DI COSCIENZA,87
Bressan mons. Ettore,BASILICA PATRIARCALE PRIMARIALE METROPOLITANA DI S. MARCO EVANGELISTA,,Canonico Onorario,COMMISSIONE PER LA SOLUZIONE DEI CASI DI COSCIENZA,87
Schiavon don Giovanni,BASILICA PATRIARCALE PRIMARIALE METROPOLITANA DI S. MARCO EVANGELISTA,,Cappellano corale residenziale,COMMISSIONE PER LA SOLUZIONE DEI CASI DI COSCIENZA,87
Tame don Umberto,BASILICA PATRIARCALE PRIMARIALE METROPOLITANA DI S. MARCO EVANGELISTA,,Cappellano corale residenziale,COMMISSIONE PER LA SOLUZIONE DEI CASI DI COSCIENZA,87
Camilla don Oltelio,BASILICA PATRIARCALE PRIMARIALE METROPOLITANA DI S. MARCO EVANGELISTA,,Cappellano corale residenziale,COMMISSIONE PER LA SOLUZIONE DEI CASI DI COSCIENZA,87
Benozin don Eugenio,BASILICA PATRIARCALE PRIMARIALE METROPOLITANA DI S. MARCO EVANGELISTA,,Cappellano corale onorario,COMMISSIONE PER LA SOLUZIONE DEI CASI DI COSCIENZA,87
Bonifacio don Giuseppe,BASILICA PATRIARCALE PRIMARIALE METROPOLITANA DI S. MARCO EVANGELISTA,,Cappellano corale onorario,COMMISSIONE PER LA SOLUZIONE DEI CASI DI COSCIENZA,87
Galimberti Mons. Attilio,BASILICA PATRIARCALE PRIMARIALE METROPOLITANA DI S. MARCO EVANGELISTA,SS. Apostoli,Parroco,COMMISSIONE PER LA SOLUZIONE DEI CASI DI COSCIENZA,87
Paquola don Guido,BASILICA PATRIARCALE PRIMARIALE METROPOLITANA DI S. MARCO EVANGELISTA,SS. Apostoli,Cooperatore,COMMISSIONE PER LA SOLUZIONE DEI CASI DI COSCIENZA,87
Vianello don Attilio,BASILICA PATRIARCALE PRIMARIALE METROPOLITANA DI S. MARCO EVANGELISTA,San Canciano,Parroco,COMMISSIONE PER LA SOLUZIONE DEI CASI DI COSCIENZA,87
Zanin don Giovanni,BASILICA PATRIARCALE PRIMARIALE METROPOLITANA DI S. MARCO EVANGELISTA,San Canciano,Cooperatore,COMMISSIONE PER LA SOLUZIONE DEI CASI DI COSCIENZA,87
D'Este don Alessio,BASILICA PATRIARCALE PRIMARIALE METROPOLITANA DI S. MARCO EVANGELISTA,S. Maria dei Miracoli,Rettore,COMMISSIONE PER LA SOLUZIONE DEI CASI DI COSCIENZA,87
Silvestrini don Girolamo,BASILICA PATRIARCALE PRIMARIALE METROPOLITANA DI S. MARCO EVANGELISTA,San Cassiano,Parroco,COMMISSIONE PER LA SOLUZIONE DEI CASI DI COSCIENZA,87
Ravagnan don Bruno,BASILICA PATRIARCALE PRIMARIALE METROPOLITANA DI S. MARCO EVANGELISTA,San Cassiano,Cooperatore,COMMISSIONE PER LA SOLUZIONE DEI CASI DI COSCIENZA,87
Baratto don Cesare,BASILICA PATRIARCALE PRIMARIALE METROPOLITANA DI S. MARCO EVANGELISTA,S. Maria Mater Domini,Vicario,COMMISSIONE PER LA SOLUZIONE DEI CASI DI COSCIENZA,87
Gottardi don dr. Alessandro,BASILICA PATRIARCALE PRIMARIALE METROPOLITANA DI S. MARCO EVANGELISTA,S. Eustachio (S. Stae),Rettore,COMMISSIONE PER LA SOLUZIONE DEI CASI DI COSCIENZA,87
