Name,Address,Location,Role,Additional Info,page
Bondr dr. Italo,Piazza S. Marco 52,SEZIONE DI VENEZIA,Vice Presidente,",",97
Col. Tommaso Mazzocchi,Piazza S. Marco 52,SEZIONE DI VENEZIA,Membri,",",97
Sig. Trame Emilio,Piazza S. Marco 52,SEZIONE DI VENEZIA,Membri,",",97
Sig. De Marco Attilio,Piazza S. Marco 52,SEZIONE DI VENEZIA,Membri,",",97
Cav. Ugo Sereni,Piazza S. Marco 52,SEZIONE DI VENEZIA,Membri,",",97
Sig. Viatello Romano,Piazza S. Marco 52,SEZIONE DI VENEZIA,Membri,",",97
Rag. Mario Lagomarsino,Piazza S. Marco 52,SEZIONE DI VENEZIA,Membri,",",97
Associazione Nazionale Mutilati ed Invalidi di Guerra,Sezione di Venezia - (ex Palazzo Reale),SEZIONE DI VENEZIA,,",",97
Pezzutti Renato,Sezione di Venezia - (ex Palazzo Reale),SEZIONE DI VENEZIA,Presidente,",",97
Fabrizio Pier Costantino,Sezione di Venezia - (ex Palazzo Reale),SEZIONE DI VENEZIA,Vice Pres.,",",97
Lazzaro Paolo,Sezione di Venezia - (ex Palazzo Reale),SEZIONE DI VENEZIA,Segretario del Consiglio,",",97
Salvalaggio Ernesto,Sezione di Venezia - (ex Palazzo Reale),SEZIONE DI VENEZIA,Economo,",",97
Cossar Benven,Sezione di Venezia - (ex Palazzo Reale),SEZIONE DI VENEZIA,Consiglieri,",",97
Campato Silvio,Sezione di Venezia - (ex Palazzo Reale),SEZIONE DI VENEZIA,Consiglieri,",",97
Carlon Eugenio,Sezione di Venezia - (ex Palazzo Reale),SEZIONE DI VENEZIA,Consiglieri,",",97
Coletti Attilio,Sezione di Venezia - (ex Palazzo Reale),SEZIONE DI VENEZIA,Consiglieri,",",97
Lamberti Giorgio,Sezione di Venezia - (ex Palazzo Reale),SEZIONE DI VENEZIA,Consiglieri,",",97
Levi Raffaello,Sezione di Venezia - (ex Palazzo Reale),SEZIONE DI VENEZIA,Consiglieri,",",97
Mariotti Murio,Sezione di Venezia - (ex Palazzo Reale),SEZIONE DI VENEZIA,Consiglieri,",",97
Marchini Giorgio,Sezione di Venezia - (ex Palazzo Reale),SEZIONE DI VENEZIA,Consiglieri,",",97
Pastega Giorgio,Sezione di Venezia - (ex Palazzo Reale),SEZIONE DI VENEZIA,Consiglieri,",",97
Scarpa Stefano,Sezione di Venezia - (ex Palazzo Reale),SEZIONE DI VENEZIA,Consiglieri,",",97
Zanotto Giuseppe,Sezione di Venezia - (ex Palazzo Reale),SEZIONE DI VENEZIA,Consiglieri,",",97
Fuga Mario,Sezione di Venezia - (ex Palazzo Reale),SEZIONE DI VENEZIA,Sindaci,",",97
Valentini Elio,Sezione di Venezia - (ex Palazzo Reale),SEZIONE DI VENEZIA,Sindaci,",",97
Paolini Riccardo,Sezione di Venezia - (ex Palazzo Reale),SEZIONE DI VENEZIA,Sindaci,",",97
Cadel Rodolfo,Sezione di Venezia - (ex Palazzo Reale),SEZIONE DI VENEZIA,Sindaci supplenti.,",",97
Seguso Guido,Sezione di Venezia - (ex Palazzo Reale),SEZIONE DI VENEZIA,Sindaci supplenti.,",",97
"Unione Nazionale Ufficiali in Congedo d’Italia, Gruppo regionale Veneto e Venezia Tridentino",S. Marco Ascensione,SEZIONE DI VENEZIA,,",",97
Filippone ten. col. Giovanni,S. Marco Ascensione,SEZIONE DI VENEZIA,Capo Gruppo regionale,",",97
"Associazione Nazionale Reduci, Federazione Provinciale di Venezia",Palazzo ex Reale,SEZIONE DI VENEZIA,,",",97
Rossi dr. Giuseppe Ferruccio,Palazzo ex Reale,SEZIONE DI VENEZIA,Presidente,",",97
Marconi dr. Mario,Palazzo ex Reale,SEZIONE DI VENEZIA,V. Pres.,",",97
Marconatti avv. Guglielmo,Palazzo ex Reale,SEZIONE DI VENEZIA,Segretario,",",97
Campi Giovanni,Palazzo ex Reale,SEZIONE DI VENEZIA,Membri,",",97
Russo Ettore,Palazzo ex Reale,SEZIONE DI VENEZIA,Membri,",",97
Bellavitis Michele,Palazzo ex Reale,SEZIONE DI VENEZIA,Membri,",",97
Sartori Olindo,Palazzo ex Reale,SEZIONE DI VENEZIA,Membri,",",97
Pres.: Scarpa col. Angelo Paolo,Palazzo ex Reale,SEZIONE DI VENEZIA,,Portogruaro,97
Pres.: Galassini Ezio,Palazzo ex Reale,SEZIONE DI VENEZIA,,S. Donà di Piave,97
Pres.; Borto Bruno,Palazzo ex Reale,SEZIONE DI VENEZIA,,Dolo,97
Rossi dr. Giuseppe Ferruccio,Palazzo ex Reale,SEZIONE DI VENEZIA,Presidente,",",97
Campi Giovanni,Palazzo ex Reale,SEZIONE DI VENEZIA,V. Pres.,",",97
Marconatti avv. Guglielmo,Palazzo ex Reale,SEZIONE DI VENEZIA,Segretario,",",97
Marconi dr. Mario,Palazzo ex Reale,SEZIONE DI VENEZIA,Membri,",",97
Russo Ettore,Palazzo ex Reale,SEZIONE DI VENEZIA,Membri,",",97
Bellavitis Michele,Palazzo ex Reale,SEZIONE DI VENEZIA,Membri,",",97
Sartori Olindo,Palazzo ex Reale,SEZIONE DI VENEZIA,Membri,",",97
Gini Guido,Palazzo ex Reale,SEZIONE DI VENEZIA,Membri,",",97
Russo Aldo,Palazzo ex Reale,SEZIONE DI VENEZIA,Membri,",",97
Valente Mario,Palazzo ex Reale,SEZIONE DI VENEZIA,Membri,",",97
"A. N. P. I. Associazione Nazionale Partigiani d’Italia, Comitato Provinciale di Venezia",Sede S. Marco ex Palazzo Reale. Stanza 32,SEZIONE DI VENEZIA,,",",97
Vedova Gino,Sede S. Marco ex Palazzo Reale. Stanza 32,SEZIONE DI VENEZIA,Segretario,",",97
Glatz Arturo,Sede S. Marco ex Palazzo Reale. Stanza 32,SEZIONE DI VENEZIA,Organizmatore,",",97
Biondo Renzo,Sede S. Marco ex Palazzo Reale. Stanza 32,SEZIONE DI VENEZIA,Stampa,",",97
Bellini Biancospina,Sede S. Marco ex Palazzo Reale. Stanza 32,SEZIONE DI VENEZIA,Assistenza,",",97
Daissè Giorgio,Sede S. Marco ex Palazzo Reale. Stanza 32,SEZIONE DI VENEZIA,Lavoro,",",97
Gallo Paolo,Sede S. Marco ex Palazzo Reale. Stanza 32,SEZIONE DI VENEZIA,Vice Segretario,",",97
Lagomarsino Mario,Sede S. Marco ex Palazzo Reale. Stanza 32,SEZIONE DI VENEZIA,Amministratore,",",97
Societa’ dell’Unione,Piazza S. Marco 153-A,SEZIONE DI VENEZIA,,",",97
Giovannini ammiraglio Giovanni,Piazza S. Marco 153-A,SEZIONE DI VENEZIA,Presidente,",",97
Altenier cvo,Piazza S. Marco 153-A,SEZIONE DI VENEZIA,Consiglieri,",",97
dott. Avogadro degli Azzoni,Piazza S. Marco 153-A,SEZIONE DI VENEZIA,Consiglieri,",",97
avv. Angelo Bianchini,Piazza S. Marco 153-A,SEZIONE DI VENEZIA,Consiglieri,",",97
dr. Antonio Ca’ Zorzi,Piazza S. Marco 153-A,SEZIONE DI VENEZIA,Consiglieri,",",97
Nob. ing. Antonio Rossi,Piazza S. Marco 153-A,SEZIONE DI VENEZIA,Consiglieri,",",97
