canonical_label,frequency,cluster_id,category_name
Fossil fuels,1,0,"Construction, carpentry, chemicals, fuel & raw materials"
Fruits and Vegetables,1,0,Food & beverages
Malt,1,0,Food & beverages
Medicinal herbs,1,0,Food & beverages
Men's Sardine,1,0,Food & beverages
Insecticide,1,0,Food & beverages
Knives and Sharpeners,1,0,Food & beverages
Legumes,1,0,Food & beverages
Light Signals,1,0,Food & beverages
Chemical products,1,0,"Construction, carpentry, chemicals, fuel & raw materials"
Denatured Alcohol,1,0,Food & beverages
Divers,1,0,Food & beverages
Coffee Management,1,0,Food & beverages
Coffee Services,1,0,Food & beverages
Cold Cuts,1,0,Food & beverages
Coloring products,1,0,Food & beverages
Cooked meats and Offal,1,0,Food & beverages
Cutlery,1,0,Food & beverages
Wine and spirits,1,0,Food & beverages
Yeast,1,0,Food & beverages
Toxic Gases,1,0,"Construction, carpentry, chemicals, fuel & raw materials"
cork,1,0,Food & beverages
detergents and soaps,1,0,Food & beverages
coffee,1,0,Food & beverages
cheese and butter,1,0,Food & beverages
Pianos,1,0,Food & beverages
Preserved Foods,1,0,Food & beverages
Preserved meats,1,0,Food & beverages
Perfume,1,0,"Textiles, clothing, footwear, haberdashery & perfumery"
Mills and Pasta,1,0,Food & beverages
Mineral Water,1,0,Food & beverages
Musical Instruments,1,0,Food & beverages
Olives,1,0,Food & beverages
Panels,1,0,Food & beverages
Paraffin,1,0,"Construction, carpentry, chemicals, fuel & raw materials"
Pastry and Liquor,1,0,Food & beverages
Radio,1,0,Food & beverages
Thermometers,1,0,Food & beverages
Signs,1,0,Food & beverages
Smoking Articles,1,0,Food & beverages
Soap,1,0,Food & beverages
Soft Drinks,1,0,Food & beverages
Theaters,1,0,Food & beverages
Recoveries,1,0,Food & beverages
Rhodium,1,0,Food & beverages
Semiotics,1,0,Food & beverages
shipping company,361,1,"Transport, shipping & maritime trades"
shipyard,78,1,"Transport, shipping & maritime trades"
Travel agency,29,1,"Transport, shipping & maritime trades"
Shipping and transport,29,1,"Transport, shipping & maritime trades"
Boat rental,28,1,"Transport, shipping & maritime trades"
shipping agency,25,1,"Transport, shipping & maritime trades"
Shipping company,21,1,"Transport, shipping & maritime trades"
naval recovery,19,1,"Transport, shipping & maritime trades"
Maritime transport,18,1,"Transport, shipping & maritime trades"
Transport services,18,1,"Transport, shipping & maritime trades"
boat rental,11,1,"Transport, shipping & maritime trades"
Shipping,10,1,"Transport, shipping & maritime trades"
Transport,9,1,"Transport, shipping & maritime trades"
maritime structures,8,1,"Transport, shipping & maritime trades"
Transportation services,7,1,"Transport, shipping & maritime trades"
State railways,6,1,"Transport, shipping & maritime trades"
Shipping agency,6,1,"Transport, shipping & maritime trades"
transportation,6,1,"Transport, shipping & maritime trades"
Funeral services,5,1,"Transport, shipping & maritime trades"
Porters,5,1,"Transport, shipping & maritime trades"
Maritime brokers,5,1,"Transport, shipping & maritime trades"
River transport,5,1,"Transport, shipping & maritime trades"
Towing services,4,1,"Transport, shipping & maritime trades"
Shipping Agency,4,1,"Transport, shipping & maritime trades"
River navigation,3,1,"Transport, shipping & maritime trades"
travel agency,3,1,"Transport, shipping & maritime trades"
Maritime recovery,3,1,"Transport, shipping & maritime trades"
tugboats,2,1,"Transport, shipping & maritime trades"
Lagoon navigation,2,1,"Transport, shipping & maritime trades"
Luggage services,2,1,"Transport, shipping & maritime trades"
transportation service,2,1,"Transport, shipping & maritime trades"
Trasporti,2,1,"Transport, shipping & maritime trades"
Transport agency,2,1,"Transport, shipping & maritime trades"
automotive transport,2,1,"Transport, shipping & maritime trades"
Boat Rental,2,1,"Transport, shipping & maritime trades"
rentals,2,1,"Transport, shipping & maritime trades"
shipowners,2,1,"Transport, shipping & maritime trades"
shipbuilding and repair,2,1,"Transport, shipping & maritime trades"
maritime enterprises,2,1,"Transport, shipping & maritime trades"
Port works,2,1,"Transport, shipping & maritime trades"
Shipping Company,2,1,"Transport, shipping & maritime trades"
port construction,1,1,"Transport, shipping & maritime trades"
shipbuilding,1,1,"Transport, shipping & maritime trades"
funeral services,1,1,"Transport, shipping & maritime trades"
porters,1,1,"Transport, shipping & maritime trades"
postal transport,1,1,"Transport, shipping & maritime trades"
shipping agency management,1,1,"Transport, shipping & maritime trades"
motorcycle rental,1,1,"Transport, shipping & maritime trades"
moving agency,1,1,"Transport, shipping & maritime trades"
transport company,1,1,"Transport, shipping & maritime trades"
transport and shipping,1,1,"Transport, shipping & maritime trades"
trade/brokerage,1,1,"Transport, shipping & maritime trades"
transportation and salvage,1,1,"Transport, shipping & maritime trades"
transportation trade,1,1,"Transport, shipping & maritime trades"
transportation station,1,1,"Transport, shipping & maritime trades"
horse transport,1,1,"Transport, shipping & maritime trades"
shipping and transport,1,1,"Transport, shipping & maritime trades"
transportation hub,1,1,"Transport, shipping & maritime trades"
transportation and shipping,1,1,"Transport, shipping & maritime trades"
industrial port,1,1,"Transport, shipping & maritime trades"
services,1,1,"Transport, shipping & maritime trades"
naval towing,1,1,"Transport, shipping & maritime trades"
storage facility,1,1,"Transport, shipping & maritime trades"
maritime broker,1,1,"Transport, shipping & maritime trades"
maritime supplies,1,1,"Transport, shipping & maritime trades"
maritime recovery,1,1,"Transport, shipping & maritime trades"
luggage service,1,1,"Transport, shipping & maritime trades"
Hotel Purchase,1,1,"Transport, shipping & maritime trades"
Funeral Services,1,1,"Transport, shipping & maritime trades"
Maritime Authority,1,1,"Transport, shipping & maritime trades"
Maritime Supplies,1,1,"Transport, shipping & maritime trades"
Maritime Transport,1,1,"Transport, shipping & maritime trades"
Maritime supplier,1,1,"Transport, shipping & maritime trades"
Industrial Transport Services,1,1,"Transport, shipping & maritime trades"
International Transport Cooperative,1,1,"Transport, shipping & maritime trades"
Car Rental,1,1,"Transport, shipping & maritime trades"
Car Rental Company,1,1,"Transport, shipping & maritime trades"
Car Rental and Towing,1,1,"Transport, shipping & maritime trades"
Car Rentals,1,1,"Transport, shipping & maritime trades"
Advertising Services,1,1,"Transport, shipping & maritime trades"
Air Transport,1,1,"Transport, shipping & maritime trades"
Apartment Rentals,1,1,"Transport, shipping & maritime trades"
Train Station,1,1,"Transport, shipping & maritime trades"
Train station,1,1,"Transport, shipping & maritime trades"
Transport Agency,1,1,"Transport, shipping & maritime trades"
Transport and Tourism,1,1,"Transport, shipping & maritime trades"
Transportation,1,1,"Transport, shipping & maritime trades"
Transportation organization,1,1,"Transport, shipping & maritime trades"
Travel Agency,1,1,"Transport, shipping & maritime trades"
Travel Goods,1,1,"Transport, shipping & maritime trades"
boat supplies,1,1,"Transport, shipping & maritime trades"
car rental,1,1,"Transport, shipping & maritime trades"
Port Services,1,1,"Transport, shipping & maritime trades"
Postal Transport,1,1,"Transport, shipping & maritime trades"
Public porters,1,1,"Transport, shipping & maritime trades"
Moving Agency,1,1,"Transport, shipping & maritime trades"
Shipyards,1,1,"Transport, shipping & maritime trades"
Sports Facility Services,1,1,"Transport, shipping & maritime trades"
Shipyard,1,1,"Transport, shipping & maritime trades"
Ship painting,1,1,"Transport, shipping & maritime trades"
Railway Services,1,1,"Transport, shipping & maritime trades"
Railway records,1,1,"Transport, shipping & maritime trades"
Sailing Federation,1,1,"Transport, shipping & maritime trades"
Service,1,1,"Transport, shipping & maritime trades"
Ship demolition,1,1,"Transport, shipping & maritime trades"
Electricians and plumbers,37,2,"Electrical, mechanical, industrial & automotive trades"
Electricity,22,2,"Electrical, mechanical, industrial & automotive trades"
radio equipment,22,2,"Electrical, mechanical, industrial & automotive trades"
electrical materials,19,2,"Electrical, mechanical, industrial & automotive trades"
electrical and plumbing,19,2,"Electrical, mechanical, industrial & automotive trades"
Machinery,17,2,"Electrical, mechanical, industrial & automotive trades"
Engineering,14,2,"Electrical, mechanical, industrial & automotive trades"
blacksmith and mechanic,13,2,"Electrical, mechanical, industrial & automotive trades"
Industrial piping,12,2,"Electrical, mechanical, industrial & automotive trades"
Motorcycles,9,2,"Electrical, mechanical, industrial & automotive trades"
heating and plumbing,8,2,"Electrical, mechanical, industrial & automotive trades"
electrician and plumber,8,2,"Electrical, mechanical, industrial & automotive trades"
Utilities,7,2,"Electrical, mechanical, industrial & automotive trades"
technical articles,7,2,"Electrical, mechanical, industrial & automotive trades"
engineering,6,2,"Electrical, mechanical, industrial & automotive trades"
Tools,6,2,"Electrical, mechanical, industrial & automotive trades"
Radio equipment,6,2,"Electrical, mechanical, industrial & automotive trades"
mechanical workshop,6,2,"Electrical, mechanical, industrial & automotive trades"
automatic electrical equipment,6,2,"Electrical, mechanical, industrial & automotive trades"
calculating machines,6,2,"Electrical, mechanical, industrial & automotive trades"
electromechanical workshops,6,2,"Electrical, mechanical, industrial & automotive trades"
radio repair,5,2,"Electrical, mechanical, industrial & automotive trades"
Refrigeration,4,2,"Electrical, mechanical, industrial & automotive trades"
Accounting machines,4,2,"Electrical, mechanical, industrial & automotive trades"
Mechanical workshops,4,2,"Electrical, mechanical, industrial & automotive trades"
Electrical articles,4,2,"Electrical, mechanical, industrial & automotive trades"
machinery representative,3,2,"Electrical, mechanical, industrial & automotive trades"
Radio equipment sales,3,2,"Electrical, mechanical, industrial & automotive trades"
utilities,3,2,"Electrical, mechanical, industrial & automotive trades"
electrician,3,2,"Electrical, mechanical, industrial & automotive trades"
Civil Engineering,3,2,"Electrical, mechanical, industrial & automotive trades"
Marine engines,3,2,"Electrical, mechanical, industrial & automotive trades"
heating systems,2,2,"Electrical, mechanical, industrial & automotive trades"
Workshop,2,2,"Electrical, mechanical, industrial & automotive trades"
Machine tools,2,2,"Electrical, mechanical, industrial & automotive trades"
civil engineering,2,2,"Electrical, mechanical, industrial & automotive trades"
electrical goods,2,2,"Electrical, mechanical, industrial & automotive trades"
electrical engineering,2,2,"Electrical, mechanical, industrial & automotive trades"
Agricultural machinery,2,2,"Electrical, mechanical, industrial & automotive trades"
Auto and cycle representatives,2,2,"Electrical, mechanical, industrial & automotive trades"
Boat and engine repairs,2,2,"Electrical, mechanical, industrial & automotive trades"
waterworks,2,2,"Electrical, mechanical, industrial & automotive trades"
Batteries,2,2,"Electrical, mechanical, industrial & automotive trades"
bicycles and motorcycles,2,2,"Electrical, mechanical, industrial & automotive trades"
Mechanical Workshop,2,2,"Electrical, mechanical, industrial & automotive trades"
Electrical engineering,2,2,"Electrical, mechanical, industrial & automotive trades"
machinery,2,2,"Electrical, mechanical, industrial & automotive trades"
Piano tuners,2,2,"Electrical, mechanical, industrial & automotive trades"
Electrical systems,2,2,"Electrical, mechanical, industrial & automotive trades"
Electrodes,2,2,"Electrical, mechanical, industrial & automotive trades"
telecommunications,2,2,"Electrical, mechanical, industrial & automotive trades"
telephone installations,2,2,"Electrical, mechanical, industrial & automotive trades"
electromechanical workshop,2,2,"Electrical, mechanical, industrial & automotive trades"
Plumbing and sanitation,2,2,"Electrical, mechanical, industrial & automotive trades"
Fire extinguishers,2,2,"Electrical, mechanical, industrial & automotive trades"
mechanical construction,1,2,"Electrical, mechanical, industrial & automotive trades"
naval engineering,1,2,"Electrical, mechanical, industrial & automotive trades"
plumbing and electrical,1,2,"Electrical, mechanical, industrial & automotive trades"
municipal works,1,2,"Electrical, mechanical, industrial & automotive trades"
electronics,1,2,"Electrical, mechanical, industrial & automotive trades"
electronics repair,1,2,"Electrical, mechanical, industrial & automotive trades"
electroplating,1,2,"Electrical, mechanical, industrial & automotive trades"
engineering profession,1,2,"Electrical, mechanical, industrial & automotive trades"
refrigeration systems,1,2,"Electrical, mechanical, industrial & automotive trades"
lighting equipment,1,2,"Electrical, mechanical, industrial & automotive trades"
industrial machinery,1,2,"Electrical, mechanical, industrial & automotive trades"
industrial piping,1,2,"Electrical, mechanical, industrial & automotive trades"
technical supplies representatives,1,2,"Electrical, mechanical, industrial & automotive trades"
industrial services,1,2,"Electrical, mechanical, industrial & automotive trades"
maintenance,1,2,"Electrical, mechanical, industrial & automotive trades"
machinist,1,2,"Electrical, mechanical, industrial & automotive trades"
gas generators,1,2,"Electrical, mechanical, industrial & automotive trades"
piano tuners,1,2,"Electrical, mechanical, industrial & automotive trades"
electromechanical,1,2,"Electrical, mechanical, industrial & automotive trades"
Heating,1,2,"Electrical, mechanical, industrial & automotive trades"
Heating Systems,1,2,"Electrical, mechanical, industrial & automotive trades"
Heating services,1,2,"Electrical, mechanical, industrial & automotive trades"
Home appliances,1,2,"Electrical, mechanical, industrial & automotive trades"
Electrogalvanics,1,2,"Electrical, mechanical, industrial & automotive trades"
Electronics,1,2,"Electrical, mechanical, industrial & automotive trades"
Electroplating Services,1,2,"Electrical, mechanical, industrial & automotive trades"
Engineering services,1,2,"Electrical, mechanical, industrial & automotive trades"
Mechanical Engineering,1,2,"Electrical, mechanical, industrial & automotive trades"
Locksmith Services,1,2,"Electrical, mechanical, industrial & automotive trades"
Machinery Representative,1,2,"Electrical, mechanical, industrial & automotive trades"
Machinery Tools,1,2,"Electrical, mechanical, industrial & automotive trades"
Machinery representative,1,2,"Electrical, mechanical, industrial & automotive trades"
Manufacturing Workshop,1,2,"Electrical, mechanical, industrial & automotive trades"
Mechanical Supplies,1,2,"Electrical, mechanical, industrial & automotive trades"
Mechanical workshop,1,2,"Electrical, mechanical, industrial & automotive trades"
Industrial Works,1,2,"Electrical, mechanical, industrial & automotive trades"
Industrial services,1,2,"Electrical, mechanical, industrial & automotive trades"
Electromechanical Workshop,1,2,"Electrical, mechanical, industrial & automotive trades"
Electrochemistry,1,2,"Electrical, mechanical, industrial & automotive trades"
electricity,1,2,"Electrical, mechanical, industrial & automotive trades"
Battery Charging,1,2,"Electrical, mechanical, industrial & automotive trades"
Bicycle and Motorcycle,1,2,"Electrical, mechanical, industrial & automotive trades"
Bicycles and motorcycles,1,2,"Electrical, mechanical, industrial & automotive trades"
Civil engineering,1,2,"Electrical, mechanical, industrial & automotive trades"
Electroautomatic systems,1,2,"Electrical, mechanical, industrial & automotive trades"
Air Compressors,1,2,"Electrical, mechanical, industrial & automotive trades"
Air conditioning,1,2,"Electrical, mechanical, industrial & automotive trades"
Auto Accessories,1,2,"Electrical, mechanical, industrial & automotive trades"
Auto repair,1,2,"Electrical, mechanical, industrial & automotive trades"
Automatic Telephone Systems,1,2,"Electrical, mechanical, industrial & automotive trades"
Automobiles,1,2,"Electrical, mechanical, industrial & automotive trades"
Electric Water Heaters,1,2,"Electrical, mechanical, industrial & automotive trades"
Diesel Engines,1,2,"Electrical, mechanical, industrial & automotive trades"
Electric Drills,1,2,"Electrical, mechanical, industrial & automotive trades"
Electric and hydraulic company,1,2,"Electrical, mechanical, industrial & automotive trades"
Electrical Construction,1,2,"Electrical, mechanical, industrial & automotive trades"
Electrical Engineering,1,2,"Electrical, mechanical, industrial & automotive trades"
Electrical Equipment,1,2,"Electrical, mechanical, industrial & automotive trades"
Electrical Materials,1,2,"Electrical, mechanical, industrial & automotive trades"
Electrical Services,1,2,"Electrical, mechanical, industrial & automotive trades"
Electrical Shop,1,2,"Electrical, mechanical, industrial & automotive trades"
Electrical Supplier,1,2,"Electrical, mechanical, industrial & automotive trades"
Electrical and gas services,1,2,"Electrical, mechanical, industrial & automotive trades"
Electrical and plumbing,1,2,"Electrical, mechanical, industrial & automotive trades"
Electrical repairs,1,2,"Electrical, mechanical, industrial & automotive trades"
Electrician,1,2,"Electrical, mechanical, industrial & automotive trades"
Control panels,1,2,"Electrical, mechanical, industrial & automotive trades"
accounting machines,1,2,"Electrical, mechanical, industrial & automotive trades"
Vacuum Cleaners,1,2,"Electrical, mechanical, industrial & automotive trades"
auto body repair,1,2,"Electrical, mechanical, industrial & automotive trades"
auto repair,1,2,"Electrical, mechanical, industrial & automotive trades"
automation,1,2,"Electrical, mechanical, industrial & automotive trades"
automotive repair,1,2,"Electrical, mechanical, industrial & automotive trades"
electrical and plumbing installations,1,2,"Electrical, mechanical, industrial & automotive trades"
electrical company,1,2,"Electrical, mechanical, industrial & automotive trades"
electrical construction,1,2,"Electrical, mechanical, industrial & automotive trades"
electrical installations,1,2,"Electrical, mechanical, industrial & automotive trades"
electrician/plumber,1,2,"Electrical, mechanical, industrial & automotive trades"
electricians and plumbers,1,2,"Electrical, mechanical, industrial & automotive trades"
Tools and Hardware,1,2,"Electrical, mechanical, industrial & automotive trades"
Plumbing and heating,1,2,"Electrical, mechanical, industrial & automotive trades"
Precision Mechanics,1,2,"Electrical, mechanical, industrial & automotive trades"
Motor Wrapping,1,2,"Electrical, mechanical, industrial & automotive trades"
Motorcycle Workshop,1,2,"Electrical, mechanical, industrial & automotive trades"
Motors,1,2,"Electrical, mechanical, industrial & automotive trades"
Musical Instrument,1,2,"Electrical, mechanical, industrial & automotive trades"
Radio broadcasting,1,2,"Electrical, mechanical, industrial & automotive trades"
Radio repairs,1,2,"Electrical, mechanical, industrial & automotive trades"
Technical Articles,1,2,"Electrical, mechanical, industrial & automotive trades"
Technical Consulting,1,2,"Electrical, mechanical, industrial & automotive trades"
Technical repairs,1,2,"Electrical, mechanical, industrial & automotive trades"
Telecommunications,1,2,"Electrical, mechanical, industrial & automotive trades"
Telephones,1,2,"Electrical, mechanical, industrial & automotive trades"
Shipyard and Mechanical Workshops,1,2,"Electrical, mechanical, industrial & automotive trades"
Radio technician,1,2,"Electrical, mechanical, industrial & automotive trades"
Railway Maintenance,1,2,"Electrical, mechanical, industrial & automotive trades"
HVAC services,1,2,"Electrical, mechanical, industrial & automotive trades"
construction trade,129,3,"Construction, carpentry, chemicals, fuel & raw materials"
carpentry,71,3,"Construction, carpentry, chemicals, fuel & raw materials"
Construction materials,57,3,"Construction, carpentry, chemicals, fuel & raw materials"
Carpenter,48,3,"Construction, carpentry, chemicals, fuel & raw materials"
Coal and wood,39,3,"Construction, carpentry, chemicals, fuel & raw materials"
Construction trade,32,3,"Construction, carpentry, chemicals, fuel & raw materials"
Iron and metal works,25,3,"Construction, carpentry, chemicals, fuel & raw materials"
Coal and lignite,24,3,"Construction, carpentry, chemicals, fuel & raw materials"
coal and wood,24,3,"Construction, carpentry, chemicals, fuel & raw materials"
hardware and paint,21,3,"Construction, carpentry, chemicals, fuel & raw materials"
Carpentry,16,3,"Construction, carpentry, chemicals, fuel & raw materials"
Furniture,15,3,"Construction, carpentry, chemicals, fuel & raw materials"
hardware and metals,15,3,"Construction, carpentry, chemicals, fuel & raw materials"
construction materials,15,3,"Construction, carpentry, chemicals, fuel & raw materials"
cutlery and sharpening,13,3,"Construction, carpentry, chemicals, fuel & raw materials"
Used furniture,11,3,"Construction, carpentry, chemicals, fuel & raw materials"
Lime and brickworks,10,3,"Construction, carpentry, chemicals, fuel & raw materials"
Hardware and paints,10,3,"Construction, carpentry, chemicals, fuel & raw materials"
Solid fuels,10,3,"Construction, carpentry, chemicals, fuel & raw materials"
coal,9,3,"Construction, carpentry, chemicals, fuel & raw materials"
tinsmiths,8,3,"Construction, carpentry, chemicals, fuel & raw materials"
used iron and metals,8,3,"Construction, carpentry, chemicals, fuel & raw materials"
construction companies,7,3,"Construction, carpentry, chemicals, fuel & raw materials"
coal and wood retailer,7,3,"Construction, carpentry, chemicals, fuel & raw materials"
mechanical foundries,6,3,"Construction, carpentry, chemicals, fuel & raw materials"
refractory materials,6,3,"Construction, carpentry, chemicals, fuel & raw materials"
Waterproofing,5,3,"Construction, carpentry, chemicals, fuel & raw materials"
Construction Materials,5,3,"Construction, carpentry, chemicals, fuel & raw materials"
construction contracts,5,3,"Construction, carpentry, chemicals, fuel & raw materials"
Coal handling,4,3,"Construction, carpentry, chemicals, fuel & raw materials"
Hardware and metals,4,3,"Construction, carpentry, chemicals, fuel & raw materials"
blacksmith,4,3,"Construction, carpentry, chemicals, fuel & raw materials"
furniture,4,3,"Construction, carpentry, chemicals, fuel & raw materials"
carpenter,4,3,"Construction, carpentry, chemicals, fuel & raw materials"
used furniture,4,3,"Construction, carpentry, chemicals, fuel & raw materials"
Scrap metals,4,3,"Construction, carpentry, chemicals, fuel & raw materials"
construction company,4,3,"Construction, carpentry, chemicals, fuel & raw materials"
Raw and processed metals,3,3,"Construction, carpentry, chemicals, fuel & raw materials"
Refractory materials,3,3,"Construction, carpentry, chemicals, fuel & raw materials"
metalworkers,3,3,"Construction, carpentry, chemicals, fuel & raw materials"
metal industry,3,3,"Construction, carpentry, chemicals, fuel & raw materials"
Wooden ships,3,3,"Construction, carpentry, chemicals, fuel & raw materials"
Sheets (metal),3,3,"Construction, carpentry, chemicals, fuel & raw materials"
Construction Trade,3,3,"Construction, carpentry, chemicals, fuel & raw materials"
Cast iron,3,3,"Construction, carpentry, chemicals, fuel & raw materials"
Furniture manufacturing,3,3,"Construction, carpentry, chemicals, fuel & raw materials"
Iron furniture,3,3,"Construction, carpentry, chemicals, fuel & raw materials"
Wood for cellulose,2,3,"Construction, carpentry, chemicals, fuel & raw materials"
Coal and Firewood,2,3,"Construction, carpentry, chemicals, fuel & raw materials"
timber and construction poles,2,3,"Construction, carpentry, chemicals, fuel & raw materials"
Steel,2,3,"Construction, carpentry, chemicals, fuel & raw materials"
Concrete ships,2,3,"Construction, carpentry, chemicals, fuel & raw materials"
Construction Company,2,3,"Construction, carpentry, chemicals, fuel & raw materials"
Luxury and common furniture,2,3,"Construction, carpentry, chemicals, fuel & raw materials"
Coal and Wood,2,3,"Construction, carpentry, chemicals, fuel & raw materials"
Thermal and acoustic insulation,2,3,"Construction, carpentry, chemicals, fuel & raw materials"
coal wood,2,3,"Construction, carpentry, chemicals, fuel & raw materials"
coal and wood (retail),2,3,"Construction, carpentry, chemicals, fuel & raw materials"
foundry,2,3,"Construction, carpentry, chemicals, fuel & raw materials"
flooring,2,3,"Construction, carpentry, chemicals, fuel & raw materials"
Agricultural materials,2,3,"Construction, carpentry, chemicals, fuel & raw materials"
wooden packaging,2,3,"Construction, carpentry, chemicals, fuel & raw materials"
