canonical_label,frequency,cluster_id
Alberoni,1,0
Alpine Club,1,0
orthopedic,1,0
Alpine club,1,0
paper representative,1,0
injected palli,1,0
neuro-medicine,1,0
medical institution,1,0
lead,1,0
locality,1,0
marine hospice,1,0
municipal cemetery,1,0
interpreter Basilica of San Marco,1,0
modifier,1,0
nephew,1,0
mining research,1,0
miscellaneous,1,0
Address/location,1,0
public housing institute,1,0
public square,1,0
radiology,1,0
dermatologist,1,0
saintly man,1,0
school,1,0
dermatology,1,0
region,1,0
education,1,0
Animal housing,1,0
driving school,1,0
divers,1,0
provincial exhibition institute,1,0
garage,1,0
planning,1,0
police,1,0
philatelic,1,0
general medicine hospital,1,0
prison,1,0
preschools,1,0
preservation,1,0
framing,1,0
St. Zaccaria,1,0
Giovanni Indri,1,0
Geriatric institution,1,0
Geography,1,0
Geographic location,1,0
General Medicine - Civil Hospital,1,0
Gazzera Alta,1,0
Funeral Articles,1,0
Heritage,1,0
Heritage Preservation,1,0
Heritage Preservation Division,1,0
Latin Literature,1,0
Bacteriology Lab,1,0
Knight,1,0
Juvenile court,1,0
Literature,1,0
Library management,1,0
Hotel Management,1,0
Home Nursing Assistance,1,0
Historical research,1,0
Italian Literature,1,0
Internal Pharmacy,1,0
Internal Medicine,1,0
Infirmary,1,0
Civil Procedure,1,0
Civil Hospital,1,0
Civic Hospital Management,1,0
Circular Reclamation,1,0
Cast. 3133,1,0
Category VIII,1,0
Chemistry,1,0
Cecchetti Pradel Company,1,0
Educational shows,1,0
Education/Pedagogy,1,0
Education/Mathematics,1,0
Education/Literature,1,0
Eye specialists,1,0
External Pharmacy,1,0
Elementary education,1,0
ENT specialist,1,0
Custodial services,1,0
Criminal Procedure,1,0
Criminal Law,1,0
Court,1,0
Dermatologist,1,0
Divination,1,0
Divers,1,0
Dermatology,1,0
Demography,1,0
Deli,1,0
Stamps,1,0
Special application,1,0
Spa/Resort,1,0
Society,1,0
Social prevention,1,0
Surrogates,1,0
Student,1,0
Shooting Sports Union,1,0
Seafront,1,0
Scientific services,1,0
Scientific institution,1,0
Science education,1,0
San Marco (likely a reference to a location or institution),1,0
Saint Lucis direction,1,0
Russian Language,1,0
Rowing club,1,0
Semiotics,1,0
Water basin,1,0
Watches,1,0
Veterinary science,1,0
Veterans Association,1,0
Venice,1,0
address (location),1,0
address,1,0
Zincography,1,0
Venereal Disease Specialist,1,0
Theological Canons,1,0
Theaters,1,0
Unknown/Geographical location,1,0
Various representations,1,0
Usher,1,0
Unknown/Unclear,1,0
Unknown profession,1,0
University institute,1,0
Typing School,1,0
Romanian Language,1,0
Obstetrics,1,0
Obstetric Clinic,1,0
Nursing home,1,0
Newspapers and Magazines,1,0
New (or New establishment),1,0
Neon Signage,1,0
Natural sciences,1,0
Panels,1,0
Orthopedic institute,1,0
Ophthalmologist,1,0
Marine Hospital,1,0
Modern Trunks,1,0
Mining research,1,0
Mineralogy and Geology,1,0
Mercer,1,0
Military profession,1,0
Romance Linguistics,1,0
Radiology Lab,1,0
Radio Broadcasting,1,0
Racehorses,1,0
Punta Sabbioni,1,0
Pulmonologist,1,0
Public square,1,0
Rare books,1,0
Rhodium,1,0
Religious Foundation,1,0
Religion,1,0
Recycling,1,0
Physics,1,0
Phonola radio,1,0
Pest Control,1,0
Pension/Boarding house,1,0
Pens,1,0
Pediatric Specialist,1,0
Plaques,1,0
Playing Cards,1,0
Police station,1,0
Trattorias,184,1
Grocery store,148,1
butcher,115,1
Bar,112,1
Venetian specialties,104,1
Trattoria,102,1
café,99,1
bakery,78,1
tavern,77,1
tobacco shop,75,1
Grocery store (detailed),72,1
Bottler,70,1
Taverns,65,1
barber,64,1
Barbers,60,1
hardware store,58,1
jewelry store,47,1
grocery,42,1
wholesale produce,39,1
wholesale wine,38,1
liquor store,36,1
delicatessen,33,1
Restaurant,31,1
Bakery,29,1
Café,28,1
Pastry Shop,23,1
Bookstore,22,1
Grocery Stores,21,1
printing establishment,17,1
pharmacies,16,1
grocery store,16,1
shoe factory,15,1
coffee roasting,14,1
Deli (store),13,1
pastry shop,12,1
Fishmonger,12,1
Butcher,12,1
Wholesale fruits and vegetables,12,1
wholesaler,12,1
restaurant,11,1
Retail,10,1
Rotisserie,10,1
Ice cream shop,10,1
restaurants,10,1
Tobacco shop,9,1
Newspaper retailer,9,1
Hotel and restaurant,9,1
Fruit vendor,8,1
Furniture store,8,1
Grocery,7,1
Stationery store,7,1
Wine wholesaler,7,1
pastry shops,7,1
Bazaar,6,1
trattoria,6,1
wine wholesaler,5,1
poultry shop,5,1
liquor manufacturer,5,1
breweries,5,1
food retail,4,1
Wine trade,4,1
bakers' association,4,1
brewery,4,1
Coffee Importers,4,1
ice cream shop,4,1
Perfume Shop,3,1
hairdresser,3,1
hat shop,3,1
Grocer,3,1
merchant,3,1
furniture store,3,1
Wholesale Fish,3,1
Coffee roasting,3,1
Dairy wholesaler,3,1
Wholesale,3,1
commerce casino,3,1
butcher shop,3,1
confectionery,3,1
Shoe Factory,3,1
Coffee Roasting,3,1
printing house,3,1
Retail trade,3,1
café-pastry shop,2,1
cashier,2,1
bottling company,2,1
Wholesale trade,2,1
Wholesale cured meats,2,1
Retail store,2,1
fish wholesaler,2,1
farm,2,1
food retailers,2,1
Notions Store,2,1
Street name,2,1
Party Supplies,2,1
Soft Drink Manufacturer,2,1
optical commerce,2,1
newspaper retail,2,1
Grocery Retail,2,1
Hardware Store,2,1
Grocery Wholesale,2,1
Liquor (factory and storage),2,1
Liquor retailer,2,1
Café Bar,2,1
merchants' association,2,1
wineries,2,1
Beauty salons,2,1
cutlery shop,1,1
street name,1,1
cloth merchant,1,1
stationery and bookstore,1,1
soda factory,1,1
shipping store,1,1
cooperative grocery,1,1
shirt shop,1,1
shop,1,1
confectioner,1,1
shoe and boot supply,1,1
coffee importers,1,1
coffee and colonial goods,1,1
coffee shop,1,1
carpet store,1,1
wholesale,1,1
vegetable seller,1,1
barber shop,1,1
warehouse,1,1
wholesale charcuterie,1,1
wholesale confectionery,1,1
wholesale food,1,1
wholesale wines,1,1
wine shop,1,1
wholesalers,1,1
articles retailer,1,1
wine cellars,1,1
wine merchant,1,1
bookstore,1,1
cereals wholesaler,1,1
university bookstore,1,1
hotel-restaurant,1,1
hotel and restaurant,1,1
pastry shop and bar,1,1
pearl merchant,1,1
pastry chef,1,1
paper wholesaler,1,1
oyster seller,1,1
grocery wholesaler,1,1
grocery trade,1,1
grocery (doctor),1,1
paper wholesale,1,1
grain wholesaler,1,1
newspaper retailer,1,1
local specialties,1,1
livestock dealer,1,1
liquor wholesaler,1,1
liquor factory,1,1
electronics store,1,1
luggage retailer,1,1
retail stores,1,1
restaurant and café,1,1
fruit preserves wholesaler,1,1
printing office,1,1
florist,1,1
food wholesaler,1,1
antiques and bookstore,1,1
Gift Shop,1,1
General store,1,1
General Merchandise,1,1
Hat Shop,1,1
Hardware store,1,1
Hairdresser,1,1
"Grocery, Pastry",1,1
Grocery supplies,1,1
Bar/Café,1,1
Grocery and Dairy,1,1
Barber,1,1
Grocery Store,1,1
Grocery (detailed),1,1
Barber | Fishmonger,1,1
Food Cooperative,1,1
Florist,1,1
Fruit Seller,1,1
Fried food shop,1,1
Bakery and bar,1,1
Jewelry Store,1,1
Lumber wholesaler,1,1
Lottery Stands,1,1
Lighting shop,1,1
Hotel/Restaurant,1,1
Hotel and Restaurant,1,1
Innkeeper,1,1
Boat Shop,1,1
Coffee Management,1,1
Coffee Services,1,1
Coffee Shop,1,1
Coffee and Restaurant Trade,1,1
Coffee company,1,1
Café/Circle,1,1
Café management,1,1
Café and bar,1,1
Brewery,1,1
Catering service,1,1
Exclusive distributors,1,1
Favaro Veneto,1,1
Dairy Wholesaler,1,1
Curiosities Dealer,1,1
Distributor,1,1
Bicycle sales,1,1
Tavern,1,1
Sugar Factory,1,1
Salons,1,1
Rubber Warehouse,1,1
Wine Wholesaler,1,1
Wine Tavern,1,1
Wholesale produce,1,1
Wholesale food,1,1
Wholesale Grocer,1,1
Wine and liquor wholesaler,1,1
Wine and food distribution,1,1
Wine commerce,1,1
Trattoria (Restaurant),1,1
Vegetarian restaurants,1,1
Pastry and Liquor,1,1
Optical shop,1,1
Marelli dealer,1,1
Mills and Pasta Factory,1,1
Merchants,1,1
Merchandise Laboratory,1,1
Pastry shop,1,1
Pawn Shop,1,1
Retail Stores,1,1
Restaurant/Catering,1,1
Restaurant group,1,1
Restaurant and Hotel,1,1
Plant nursery,1,1
Perfume shop,1,1
Men's shirt shop,239,2
Men's clothing,102,2
Seamstress,83,2
footwear,71,2
household goods,70,2
Seamstresses,63,2
haberdashery,52,2
lingerie and knitwear,43,2
leather and footwear manufacturing,41,2
tailor,41,2
textiles,39,2
toys,34,2
women's hairdressers,28,2
textiles and yarns,25,2
Stationery,24,2
Clothing,23,2
Second-Hand Goods,23,2
Knitwear,20,2
stationery,20,2
Textiles,19,2
Millinery,19,2
men's tailor,18,2
women's tailoring,17,2
yarns and related,17,2
laundry and ironing,16,2
upholstery,15,2
shoe manufacturing,14,2
Fabrics,14,2
Fashion,14,2
Men's Tailoring,14,2
Tailoring,14,2
hosiery,13,2
Linen and textiles,13,2
Women's Hairdresser,13,2
Laundries,13,2
Furniture,12,2
Hat shops,12,2
Used Furniture,11,2
upholsterer,11,2
ready-made clothing,11,2
Women's tailoring,10,2
Lace and embroidery,9,2
carpets,8,2
Bookbinding,8,2
Children's clothing,8,2
leather goods,8,2
Lingerie and knitwear,8,2
Household Goods,7,2
Various clothing,7,2
laundries,7,2
Textile manufacturing,7,2
Fur Trade,6,2
Leather Trade,6,2
Beads and Trimmings,6,2
fabrics and textiles,6,2
Silk Trade,6,2
Sewing Machines and Accessories,6,2
haberdashery and yarn,5,2
Second-hand goods,5,2
yarn and fibers,5,2
Tailor,5,2
bookbinding,5,2
Leather goods,5,2
Leather Goods,5,2
Mattress makers,5,2
furniture,4,2
Haberdashery,4,2
Sack manufacturing,4,2
Rags,4,2
Men's tailoring,4,2
Venetian hat factory,4,2
millinery,4,2
Tailoring for men,4,2
Dyeing and dry cleaning,4,2
Silk Factories,4,2
Paper Mills,4,2
Bridal Accessories,4,2
Slippers,4,2
tailoring,4,2
clothing,4,2
Luggage and leather goods,4,2
linens,3,2
Hemp and Linen,3,2
Hosiery,3,2
knitwear shop,3,2
furrier,3,2
Men's Clothing,3,2
upholstery fabrics,3,2
second-hand furniture,3,2
Wholesale Yarns,3,2
Ropes and Twines,3,2
Silk weaving,3,2
sporting goods,3,2
shoemaker,3,2
Shoe and hat repairs,3,2
Furniture manufacturing,3,2
textile representative,3,2
yarn,3,2
Textiles and fabrics,2,2
lace and embroidery,2,2
Merchandise,2,2
laundry services,2,2
Women's Clothing,2,2
Wool and hair,2,2
luggage,2,2
Upholsterer,2,2
leather and hides,2,2
Textile Art,2,2
dry cleaning,2,2
Printed Fabrics,2,2
furniture manufacturing,2,2
Tailoring (civil and military),2,2
children's clothing,2,2
"haberdashery, yarns",2,2
Shoe polish manufacturing,2,2
Silk and wool trades,2,2
textile industry,2,2
Furrier,2,2
Complete furnishings,2,2
Leather Belts,2,2
luxury gift items,2,2
Luxury goods,2,2
Luxury and common furniture,2,2
shoe and hair repairs,2,2
sewing supplies,1,2
clothing manufacturer,1,2
clothing manufacturing,1,2
cutlery and sharpening,1,2
silk fabrics,1,2
silk and wool,1,2
curtains and carpets,1,2
shoe polish,1,2
weavers,1,2
women's clothing,1,2
wool and silk,1,2
yarn and textiles,1,2
yarn representative,1,2
timber and haberdashery,1,2
textiles and lingerie,1,2
textile trade,1,2
textile and upholstery,1,2
textile fabrics,1,2
textile manufacturing,1,2
trousseau,1,2
hunting supplies,1,2
household items,1,2
"household goods, stationery",1,2
household articles,1,2
novelty goods,1,2
gloves and embroidery,1,2
mattress maker,1,2
men's clothing,1,2
leather trade,1,2
leather representative,1,2
men's clothing and lingerie,1,2
men's clothing tailor,1,2
merchandise,1,2
laundry and dry cleaning,1,2
laundress,1,2
lace making,1,2
milliner,1,2
second-hand goods,1,2
fabric and clothing representative,1,2
sack and religious items,1,2
saddlery,1,2
ropes and threads,1,2
dressmaking,1,2
furniture storage,1,2
fur goods,1,2
fur and textiles,1,2
perfumery and hairdressing,1,2
printing and paper,1,2
Handicrafts,1,2
Hand embroidery,1,2
Haberdashery and Yarns,1,2
Bead Manufacturing,1,2
Fishing supplies,1,2
Fishing Gear,1,2
Footwear,1,2
Footwear manufacturing,1,2
Fur Clothing,1,2
Furriers,1,2
Furniture trade,1,2
Furniture factory,1,2
Furniture and Stationery,1,2
Furnishings,1,2
Fur and women's clothing,1,2
Fur and Leather Goods,1,2
Leather trade,1,2
Leather goods store,1,2
Laundry services,1,2
Laundry and ironing,1,2
Laundry and Ironing,1,2
Lampshades,1,2
Lace and Embroidery,1,2
Knitwear shop,1,2
Knitwear Store,1,2
Lingerie and Knitwear,1,2
Luxury Goods,1,2
Lingerie,1,2
Linen production,1,2
Linen and knitwear,1,2
Italian collars,1,2
Hides and leather,1,2
Household goods,1,2
High fabrics,1,2
Clothing retail,1,2
Clothing Repairs,1,2
Colonial Goods,1,2
Cingalese goods,1,2
Broom makers,1,2
Children's Clothing,1,2
Fashion and Fur,1,2
Fabrics and textiles,1,2
Fabric store,1,2
Cutlery,1,2
Cotton and Waste,1,2
Smoking Accessories,1,2
Silk processing trade,1,2
Silk and Velvet Factory,1,2
Silk and Lace,1,2
Stationery and Paper Products,1,2
Stationery and Perfume,1,2
Tannery,1,2
Tailoring for women,1,2
Tailoring and lingerie,1,2
Tailoring and clothing,1,2
Stationery and tobacco,1,2
Store furnishings,1,2
Silk Factory,1,2
Sanitary articles,1,2
Artistic Sewing,1,2
Shoemaker,1,2
Shoe polish,1,2
Shoe factory,1,2
Shoe Repair,1,2
Artistic Leather Goods,1,2
Sewing machines,1,2
Sewing Machines,1,2
"Venetian specialties, leather goods",1,2
Yarn Manufacturer,1,2
Wool and silk,1,2
Wool,1,2
Women's hairdresser,1,2
Women's clothing models,1,2
Women's clothing,1,2
Women's Tailoring and Dressmaking,1,2
Women's Lingerie,1,2
Timber and leather,1,2
Textile products,1,2
Textile processing,1,2
Textile Business,1,2
Used furniture,1,2
Upholstery Fabrics,1,2
Upholstery,1,2
Uniforms,1,2
Rope Manufacturing,1,2
Paper Goods,1,2
Packaging and Yarns,1,2
Autarchic fibers,1,2
Men's Shirts,1,2
Printing and Stationery,1,2
Printed Fabrics and Arts,1,2
Government/civic institution,107,3
civic institution,53,3
rental agency,52,3
real estate,36,3
real estate company,34,3
accounting profession,33,3
civic organization,30,3
commercial,25,3
Industry,24,3
government/civic institution,24,3
Insurance Company,23,3
Credit Institutions,22,3
Real estate company,21,3
company,18,3
Insurance,18,3
publishing house,18,3
state archive,18,3
insurance,15,3
partnership,15,3
Apartment rentals,14,3
Real estate,13,3
Signs and advertising,12,3
boarding house,12,3
Consulates,11,3
Bank,10,3
individual business,10,3
Real estate and agriculture,9,3
Real estate agency,9,3
Sports Federation,8,3
national press agency,8,3
Broker,8,3
Central offices,8,3
unspecified business,8,3
Cooperator,7,3
industrial company,7,3
purchasing and management,7,3
brokers,7,3
agency,7,3
Purchasing society,7,3
Banking institution,6,3
Agencies and business,6,3
agricultural association,6,3
Advertising,6,3
property owners association,5,3
contracting and enterprises,5,3
Corporation,5,3
Government institution,4,3
provincial federation,4,3
Commercial Directory,4,3
Chamber of Commerce,4,3
Banking,4,3
labor chamber,4,3
Agricultural company,4,3
Economic profession,4,3
Sports organization,4,3
Management company,4,3
government inspection,3,3
government office,3,3
land reclamation consortium,3,3
economic geography,3,3
bank,3,3
Social services,3,3
Real Estate and Agricultural Purchases,3,3
accounting,3,3
Real Estate Brokerage,3,3
Publishing Houses,3,3
Accounting profession,3,3
Commerce,3,3
car rental company,2,3
insurance company,2,3
internal communications,2,3
Mining Company,2,3
Mining companies,2,3
lottery administration,2,3
advertising agency,2,3
businesses,2,3
Unknown (possibly a company name),2,3
business,2,3
banking institution,2,3
Real Estate,2,3
Real Estate Company,2,3
government building,2,3
National Labor Bank,2,3
purchasing,2,3
Hospitality industry,2,3
travel agency,2,3
Financial institution,2,3
real estate development,2,3
real estate brokerage,2,3
Information and investigation services,2,3
press office,2,3
Government/Civic Institution,2,3
Gas company,2,3
Banking profession,2,3
Copyright organization,2,3
resale,2,3
Business Agency,2,3
Joint Stock Company,2,3
Business Name,2,3
Entertainment industry,2,3
Business/company,2,3
Business owner,2,3
Business association,2,3
management,2,3
Economic policy,2,3
management company,2,3
Apartment Rentals,1,3
stock company,1,3
civil and criminal court,1,3
Accounting and Tax Consulting,1,3
succession and property office,1,3
tax office,1,3
civil registry office,1,3
cooperative,1,3
cinema rental agency,1,3
commercial information,1,3
commercial representation,1,3
company management,1,3
company name,1,3
cultural organization,1,3
sports federation,1,3
aviation company,1,3
automobile dealership,1,3
automobile club,1,3
warehouse office,1,3
banking,1,3
association,1,3
casino management,1,3
Accounting,1,3
tenants' association,1,3
trading company,1,3
business agency,1,3
business association,1,3
capital investment,1,3
health insurance office,1,3
hydrogen company,1,3
industrial and commercial representation,1,3
Agent for lighting,1,3
organization,1,3
government finance,1,3
Agricultural Enterprises,1,3
member association,1,3
Agricultural economics,1,3
Agricultural consulate,1,3
joint-stock company,1,3
moving agency,1,3
land and commercial investments,1,3
labor organization,1,3
real estate agency,1,3
real estate and agricultural company,1,3
real estate transactions,1,3
public relations,1,3
publishing and representation,1,3
American oil company,1,3
finance guard association,1,3
Agent for Venetti,1,3
Agency,1,3
generation (possibly a business name),1,3
general representation,1,3
fishing authority,1,3
Administrative section,1,3
Government Agency,1,3
General income tax office,1,3
General Office,1,3
Government Institution,1,3
Government Office Management,1,3
"Health, stay, tourism office",1,3
Government Services,1,3
Government office,1,3
General Brokers,1,3
General Accounting,1,3
Financial law,1,3
Finance/legal profession,1,3
Finance office,1,3
Football Federation,1,3
Garden City,1,3
Gaming Houses,1,3
Foreign Trade Institute,1,3
Legal and government documents,1,3
Labor Union,1,3
Joint stock company,1,3
Italian representation agency,1,3
Automotive company,1,3
Legion Recovery Office,1,3
Italian insurance company,1,3
Lottery Administration,1,3
Limited liability company,1,3
Limited company,1,3
Limited Liability Company,1,3
Hotel Purchase,1,3
Housing authority,1,3
Insurance company,1,3
Investigation agency,1,3
Investigation Agency,1,3
International Company,1,3
Insurance agency,1,3
Industry and craft office,1,3
Finance Science,1,3
Finance Department,1,3
Finance,1,3
Coal Representatives,1,3
Club Commission,1,3
Civil and criminal court,1,3
Civil Law,1,3
Civic authority,1,3
Civic Consultation,1,3
City section,1,3
City agency,1,3
Commercial executive,1,3
Commercial representation,1,3
Commercial law,1,3
Commercial information,1,3
Commercial Banking,1,3
Collective partnership,1,3
Buy-sell,1,3
Campesan Company,1,3
Business/Enterprise,1,3
Business management,1,3
Business Partnership,1,3
Charity organization,1,3
Chamber of commerce,1,3
Central Office,1,3
Economies,1,3
Economics/statistics,1,3
Economic history,1,3
Economic assistance office,1,3
Economic Policy,1,3
Economic Doctrines,1,3
Film company,1,3
Film Rental Agency,1,3
Enterprises and Contracts,1,3
Economic Geography,1,3
Credit section for small industries,1,3
Corporate governance,1,3
Cooperative organization,1,3
Cooperative Society,1,3
Director Agricultural Consortium,1,3
Management ICSA,1,3
Management SPES,1,3
Management/Consulting,1,3
State Accounting,1,3
Branch office,1,3
Social club,1,3
Taxation,1,3
Tax Inspection Office,1,3
Tax Administration,1,3
Savings institution,1,3
Secretariat of University Institute Economics and Commerce Ca' Foscari,1,3
advertising,1,3
administrative office,1,3
accounting division,1,3
Testing agency,1,3
Telephone Directory Service,1,3
Urban District,1,3
Travel agency,1,3
Unknown (possibly a company),1,3
University of Economics and Commerce,1,3
University of Economics,1,3
University Institute of Economics and Commerce,1,3
Rossi Company,1,3
National interest bank,1,3
National Institute for Workplace Safety,1,3
Office division,1,3
Association of Commercial Employees,1,3
Oil company,1,3
Offices,1,3
Office/Headquarters,1,3
Municipal government,1,3
"Mayor, Banking institution",1,3
Moving Agency,1,3
Real Estate Services,1,3
Purchase of Buildings and Farms,1,3
Publishing house,1,3
Publishing Industry,1,3
Publishing Agency Agent,1,3
Provincial government,1,3
Real Estate Trade,1,3
Regional Office,1,3
Regional League,1,3
Regional Coordination Office,1,3
Real estate sales,1,3
Property owners association,1,3
Popular bank,1,3
Political Economy,1,3
Dairy products,86,4
perfumery,68,4
Food products,67,4
barrels,47,4
chemical products,45,4
paper products,34,4
edible oils,33,4
dairy,28,4
flowers and seeds,25,4
Fossil Fuels,24,4
Chemical products,22,4
Liquors,20,4
Food representative,19,4
pearls,17,4
wine,15,4
citrus fruits,15,4
Confectionery,15,4
dried fruit,15,4
flowers,14,4
Ice,13,4
Frying and cooked foods,13,4
Pasta manufacturers,13,4
Mineral oils,13,4
Oil,12,4
Beverage industry,12,4
Dairy,12,4
Various packaging,12,4
Rubber products,11,4
Pharmaceutical Products,11,4
Pharmaceuticals,9,4
Fuel supplier,9,4
Lubricants,8,4
fuel oils,7,4
Perfumes,7,4
Pearls,6,4
Canned Fish,6,4
Ice Suppliers,6,4
fruits and vegetables,6,4
Chemical Products Representative,6,4
Eggs,5,4
Wines,5,4
food representative,5,4
Fruit and Vegetable Drying,5,4
Cured meats,5,4
fuels,5,4
Cork,5,4
Natural gas,5,4
vegetable fibers,5,4
Soap manufacturing,5,4
Hygiene Products,5,4
candles,5,4
Minerals,5,4
Fuels and Oils,4,4
Agriculture,4,4
cereals,4,4
Cosmetics,4,4
carbonated water,4,4
packaging,4,4
Vegetables,4,4
Oilseeds,4,4
Sugar,4,4
fried foods,3,4
Packing Paper,3,4
Oils,3,4
Grains,3,4
detergents,3,4
Syrups,3,4
Antiseptic products,3,4
Edible oils,3,4
Soap,3,4
eggs,3,4
Food industry,3,4
threshing,3,4
Fish and seafood,3,4
chemical industry,2,4
candle making,2,4
liquid fuels,2,4
liquors,2,4
alcohol,2,4
Agricultural products,2,4
bottling,2,4
Agricultural materials,2,4
bitumen,2,4
detergents and soaps,2,4
Petroleum products,2,4
Pest control products,2,4
Seafood,2,4
Plant Fibers,2,4
Plastic materials,2,4
fried food and cooked goods,2,4
"flowers, plants, and seeds",2,4
ice,2,4
ice sales,2,4
Sulfur,2,4
coal (importers and producers),2,4
Seeds,2,4
Paper bags,2,4
coffee substitutes,2,4
liquor,2,4
Food Products,2,4
oil industry,2,4
oils,2,4
Import/Export Fruits and Vegetables,2,4
Chemical sales,2,4
Drug processing,2,4
vinegar,2,4
Insecticides,2,4
Fish farming,2,4
Coatings,2,4
pharmaceutical representation,2,4
pasta production,2,4
perfume representative,2,4
pharmaceutical products,2,4
Carbonated Water,2,4
Fertilizers,2,4
Caviar,2,4
sausage casings,2,4
meats,2,4
Lead products,2,4
Canned Fruits and Vegetables,2,4
Fertilizers and Pesticides,2,4
syrups and liqueurs,1,4
consumption tax,1,4
coal importers and producers,1,4
coffee,1,4
coffee industry,1,4
starch products,1,4
colonial detergents and soaps,1,4
various packaging,1,4
vegetarian food,1,4
bituminous lubricants,1,4
antiseptic products,1,4
wholesale grains and oils,1,4
wine and food representative,1,4
dairy products,1,4
tobacco manufacturing,1,4
chemical products trade,1,4
chemical products representative,1,4
candle and related products,1,4
dairy and cheese,1,4
olive oil press,1,4
herbal medicine,1,4
ice cream,1,4
import-export agricultural products,1,4
Agricultural Statistics,1,4
pearl production and trade,1,4
pearls (trade),1,4
pellet manufacturing,1,4
packaging materials,1,4
Agricultural Products,1,4
industrial products,1,4
meat processing,1,4
legumes,1,4
Agricultural Trade,1,4
lubricants,1,4
mineral water,1,4
mineral trade,1,4
minerals,1,4
Animal Feed,1,4
Ammunition,1,4
salami,1,4
salted pastries,1,4
sanitary products and pharmaceuticals,1,4
seafood,1,4
Animal feed,1,4
gasoline,1,4
gas industry,1,4
fuels and oils,1,4
fuel company,1,4
fryer and food,1,4
porcelain and cleaning products,1,4
perfumes and related,1,4
petroleum products,1,4
pharmaceuticals,1,4
flowers and plants,1,4
processed and raw nuts,1,4
products and commerce,1,4
food distribution,1,4
food preservation industry,1,4
fruit,1,4
preserved fish,1,4
food products (commerce),1,4
foodstuffs,1,4
food products representative,1,4
Barley,1,4
Bath Products,1,4
Herbal and Food Company,1,4
"Grocery, Chemical Products",1,4
Fish and shellfish,1,4
Food distribution,1,4
Food assistance,1,4
Food Exchange,1,4
Gasoline,1,4
Gas Industry,1,4
