Name,Address,Location,Role,Profession,Additional Info,Journal,page
Pag. Acque gassate . . . . . . . . . 2,Tribunale Diocesano »Metropolitano»,Affittuavi Coltivatori Diretti e Mezzadri,,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",",",22
Pag. Acque minerali . . . . . . . 3,Tribunale Diocesano »Metropolitano»,Affittuavi Coltivatori Diretti e Mezzadri,,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",",",22
Pag. Acquedotti (costruzioni) . . . . . . 3,Tribunale Diocesano »Metropolitano»,Affittuavi Coltivatori Diretti e Mezzadri,,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",",",22
"Pag. Acquisto e conduzione di fabbricati, di fondi e di aziende agricole . . . . . 3",Tribunale Diocesano »Metropolitano»,Affittuavi Coltivatori Diretti e Mezzadri,,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",",",22
"Pag. Acquisto, costruzioni vendite beni immobili . . . . . . . . . . . . 3",Tribunale Diocesano »Metropolitano»,Affittuavi Coltivatori Diretti e Mezzadri,,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",",",22
"Pag. Addizionatrici, calcolatrici, macchine contabili, duplicatori, accessori . . 3",Tribunale Diocesano »Metropolitano»,Affittuavi Coltivatori Diretti e Mezzadri,,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",",",22
Pag. Affissioni e pubblicità . . . . 4,Tribunale Diocesano »Metropolitano»,Affittuavi Coltivatori Diretti e Mezzadri,,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",",",22
Pag. Agenzie di affari . . . . . . . 4,Tribunale Diocesano »Metropolitano»,Affittuavi Coltivatori Diretti e Mezzadri,,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",",",22
"Pag. Agenzia compra-vendita, immobili affittanze, mediazioni, amministrazioni . . 4",Tribunale Diocesano »Metropolitano»,Affittuavi Coltivatori Diretti e Mezzadri,,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",",",22
Pag. Agenzie fotografiche . . . . . 4,Tribunale Diocesano »Metropolitano»,Affittuavi Coltivatori Diretti e Mezzadri,,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",",",22
Pag. Agenzie di informazioni e investigazioni . . 4,Tribunale Diocesano »Metropolitano»,Affittuavi Coltivatori Diretti e Mezzadri,,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",",",22
Pag. Agenzie di traslochi . . . . . 4,Tribunale Diocesano »Metropolitano»,Affittuavi Coltivatori Diretti e Mezzadri,,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",",",22
"Pag. Agenzie di informazioni commerciali, politiche, economiche . . . . . . . 5",Tribunale Diocesano »Metropolitano»,Affittuavi Coltivatori Diretti e Mezzadri,,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",",",22
Pag. Agenzie marittime e armatori . . . . 5,Tribunale Diocesano »Metropolitano»,Affittuavi Coltivatori Diretti e Mezzadri,,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",",",22
Pag. Agenzie di pegno . . . . . . 5,Tribunale Diocesano »Metropolitano»,Affittuavi Coltivatori Diretti e Mezzadri,,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",",",22
Pag. Agenzie di pubblicità . . . . . . 5,Tribunale Diocesano »Metropolitano»,Affittuavi Coltivatori Diretti e Mezzadri,,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",",",22
Pag. Agenzie di pubblicità su elenchi telefonici . . 5,Tribunale Diocesano »Metropolitano»,Affittuavi Coltivatori Diretti e Mezzadri,,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",",",22
Pag. Agenzie di trasporti . . . . . 6,Tribunale Diocesano »Metropolitano»,Affittuavi Coltivatori Diretti e Mezzadri,,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",",",22
Pag. Agenzie di viaggio e turismo . . . . . 6,Tribunale Diocesano »Metropolitano»,Affittuavi Coltivatori Diretti e Mezzadri,,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",",",22
Pag. Agrumi (grossisti) . . . . . . 6,Tribunale Diocesano »Metropolitano»,Affittuavi Coltivatori Diretti e Mezzadri,,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",",",22
"Pag. Alberghi, pensioni, locande . . . . 6",Tribunale Diocesano »Metropolitano»,Affittuavi Coltivatori Diretti e Mezzadri,,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",",",22
Pag. Alcool . . . . . . . . . . . . . . 8,Tribunale Diocesano »Metropolitano»,Affittuavi Coltivatori Diretti e Mezzadri,,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",",",22
Pag. Alcool denaturato . . . . . 9,Tribunale Diocesano »Metropolitano»,Affittuavi Coltivatori Diretti e Mezzadri,,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",",",22
Pag. Alimentari (grossisti) . . . . . 9,Tribunale Diocesano »Metropolitano»,Affittuavi Coltivatori Diretti e Mezzadri,,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",",",22
Pag. Alimentari (dettaglio) . . . . . 9,Tribunale Diocesano »Metropolitano»,Affittuavi Coltivatori Diretti e Mezzadri,,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",",",22
Pag. Antichità e belle arti . . . . . 13,Tribunale Diocesano »Metropolitano»,Affittuavi Coltivatori Diretti e Mezzadri,,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",",",22
Pag. Appalti . . . . . . . . . . . . . 13,Tribunale Diocesano »Metropolitano»,Affittuavi Coltivatori Diretti e Mezzadri,,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",",",22
Pag. Apparecchi agricoli . . . . . 13,Tribunale Diocesano »Metropolitano»,Affittuavi Coltivatori Diretti e Mezzadri,,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",",",22
Pag. Apparecchi elettromeccanici . . . . . . 13,Tribunale Diocesano »Metropolitano»,Affittuavi Coltivatori Diretti e Mezzadri,,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",",",22
Pag. Apparecchi fotografici ed affini . . . . . 13,Tribunale Diocesano »Metropolitano»,Affittuavi Coltivatori Diretti e Mezzadri,,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",",",22
Pag. Apparecchi per impianti sanitari ed igienici . . . . . . . . . . . 13,Tribunale Diocesano »Metropolitano»,Affittuavi Coltivatori Diretti e Mezzadri,,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",",",22
Pag. Apparecchi ad albero flessibile . . . 13,Tribunale Diocesano »Metropolitano»,Affittuavi Coltivatori Diretti e Mezzadri,,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",",",22
Pag. Apparecchi di sollevamento . . . . . 13,Tribunale Diocesano »Metropolitano»,Affittuavi Coltivatori Diretti e Mezzadri,,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",",",22
Pag. Apparecchi e materiale radio . . . 13,Tribunale Diocesano »Metropolitano»,Affittuavi Coltivatori Diretti e Mezzadri,,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",",",22
Pag. Apparecchiature elettriche automatiche . . . 14,Tribunale Diocesano »Metropolitano»,Affittuavi Coltivatori Diretti e Mezzadri,,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",",",22
Pag. Approvvigionamenti . . . . . . 14,Tribunale Diocesano »Metropolitano»,Affittuavi Coltivatori Diretti e Mezzadri,,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",",",22
Pag. Argentatura e doratura . . . . . 14,Tribunale Diocesano »Metropolitano»,Affittuavi Coltivatori Diretti e Mezzadri,,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",",",22
Pag. Argenterie . . . . . . . . . . . . 14,Tribunale Diocesano »Metropolitano»,Affittuavi Coltivatori Diretti e Mezzadri,,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",",",22
Pag. Armatori . . . . . . . . . . . . . . . 14,Tribunale Diocesano »Metropolitano»,Affittuavi Coltivatori Diretti e Mezzadri,,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",",",22
Pag. Armatori ferroviari . . . . . . . 14,Tribunale Diocesano »Metropolitano»,Affittuavi Coltivatori Diretti e Mezzadri,,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",",",22
"Pag. Armi, munizioni, proiettili . . . . . . . 14",Tribunale Diocesano »Metropolitano»,Affittuavi Coltivatori Diretti e Mezzadri,,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",",",22
Pag. Armonium . . . . . . . . . . . . . . . 14,Tribunale Diocesano »Metropolitano»,Affittuavi Coltivatori Diretti e Mezzadri,,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",",",22
Pag. Aromi per dolci . . . . . . . . . . . 14,Tribunale Diocesano »Metropolitano»,Affittuavi Coltivatori Diretti e Mezzadri,,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",",",22
Pag. Arredamento . . . . . . . . . . . . . 14,Tribunale Diocesano »Metropolitano»,Affittuavi Coltivatori Diretti e Mezzadri,,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",",",22
Pag. Arredamento per bar . . . . . . . . . 14,Tribunale Diocesano »Metropolitano»,Affittuavi Coltivatori Diretti e Mezzadri,,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",",",22
Pag. Arredi sacri . . . . . . . . . . . . . 14,Tribunale Diocesano »Metropolitano»,Affittuavi Coltivatori Diretti e Mezzadri,,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",",",22
Pag. Arrotini (vedi coltellinai) . . . . . 52,Tribunale Diocesano »Metropolitano»,Affittuavi Coltivatori Diretti e Mezzadri,,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",",",22
"Pag. Arte veneziana, fiori e perle . . . . . 14",Tribunale Diocesano »Metropolitano»,Affittuavi Coltivatori Diretti e Mezzadri,,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",",",22
Pag. Articoli da bagno . . . . . . . . . 15,Tribunale Diocesano »Metropolitano»,Affittuavi Coltivatori Diretti e Mezzadri,,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",",",22
Pag. Articoli per calzolai . . . . . . . 15,Tribunale Diocesano »Metropolitano»,Affittuavi Coltivatori Diretti e Mezzadri,,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",",",22
Pag. Articoli casalinghi e oggetti diversi . . . . . 15,Tribunale Diocesano »Metropolitano»,Affittuavi Coltivatori Diretti e Mezzadri,,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",",",22
Pag. Articoli elettrici . . . . . . . . . . . . 16,Tribunale Diocesano »Metropolitano»,Affittuavi Coltivatori Diretti e Mezzadri,,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",",",22
Pag. Articoli fotografici e affini . . . . . 16,Tribunale Diocesano »Metropolitano»,Affittuavi Coltivatori Diretti e Mezzadri,,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",",",22
Pag. Articoli per fumatori . . . . . . . . . 16,Tribunale Diocesano »Metropolitano»,Affittuavi Coltivatori Diretti e Mezzadri,,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",",",22
Pag. Articoli funebri . . . . . . . . . . . 16,Tribunale Diocesano »Metropolitano»,Affittuavi Coltivatori Diretti e Mezzadri,,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",",",22
Pag. Articoli di gomma e affini . . . . . 16,Tribunale Diocesano »Metropolitano»,Affittuavi Coltivatori Diretti e Mezzadri,,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",",",22
Pag. Articoli igienici . . . . . . . . . . . . 16,Tribunale Diocesano »Metropolitano»,Affittuavi Coltivatori Diretti e Mezzadri,,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",",",22
Pag. Articoli per ingegneria . . . . . . . 16,Tribunale Diocesano »Metropolitano»,Affittuavi Coltivatori Diretti e Mezzadri,,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",",",22
"Pag. Articoli di lusso, casalinghi e per regalo . . 17",Tribunale Diocesano »Metropolitano»,Affittuavi Coltivatori Diretti e Mezzadri,,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",",",22
Pag. Articoli di pittura e disegno . . . . . 17,Tribunale Diocesano »Metropolitano»,Affittuavi Coltivatori Diretti e Mezzadri,,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",",",22
Pag. Articoli sanitari e affini . . . . . . . 17,Tribunale Diocesano »Metropolitano»,Affittuavi Coltivatori Diretti e Mezzadri,,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",",",22
Pag. Articoli sportivi . . . . . . . . . . . . . 17,Tribunale Diocesano »Metropolitano»,Affittuavi Coltivatori Diretti e Mezzadri,,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",",",22
Pag. Articoli tecnici . . . . . . . . . . . . . 17,Tribunale Diocesano »Metropolitano»,Affittuavi Coltivatori Diretti e Mezzadri,,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",",",22
Pag. Articoli da viaggio . . . . . . . . . 18,Tribunale Diocesano »Metropolitano»,Affittuavi Coltivatori Diretti e Mezzadri,,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",",",22
Pag. Aspirapolvere . . . . . . . . . . . . . 18,Tribunale Diocesano »Metropolitano»,Affittuavi Coltivatori Diretti e Mezzadri,,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",",",22
Pag. Assicurazioni (Agenti e procuratori) . . . . 18,Tribunale Diocesano »Metropolitano»,Affittuavi Coltivatori Diretti e Mezzadri,,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",",",22
Pag. Assicurazioni (società di) . . . . 155,Tribunale Diocesano »Metropolitano»,Affittuavi Coltivatori Diretti e Mezzadri,,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",",",22
Pag. Assistenza pratiche amministrative . . . 18,Tribunale Diocesano »Metropolitano»,Affittuavi Coltivatori Diretti e Mezzadri,,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",",",22
Pag. Attività immobiliare in genere . . . . 18,Tribunale Diocesano »Metropolitano»,Affittuavi Coltivatori Diretti e Mezzadri,,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",",",22
Pag. Autocarrozzerie . . . . . . . . . . . . 18,Tribunale Diocesano »Metropolitano»,Affittuavi Coltivatori Diretti e Mezzadri,,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",",",22
Pag. Automobili (commercio) . . . . . . 18,Tribunale Diocesano »Metropolitano»,Affittuavi Coltivatori Diretti e Mezzadri,,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",",",22
Pag. Autonoleggi e autorimesse . . . 18,Tribunale Diocesano »Metropolitano»,Affittuavi Coltivatori Diretti e Mezzadri,,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",",",22
Pag. Auto officine . . . . . . . . . . . . . 18,Tribunale Diocesano »Metropolitano»,Affittuavi Coltivatori Diretti e Mezzadri,,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",",",22
Pag. Autostrade (gestione) . . . . . 19,Tribunale Diocesano »Metropolitano»,Affittuavi Coltivatori Diretti e Mezzadri,,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",",",22
Pag. Autoscuole . . . . . . . . . . . . . . 19,Tribunale Diocesano »Metropolitano»,Affittuavi Coltivatori Diretti e Mezzadri,,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",",",22
Pag. Autotrasporti . . . . . . . . . . . . . 19,Tribunale Diocesano »Metropolitano»,Affittuavi Coltivatori Diretti e Mezzadri,,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",",",22
Pag. Autotreni . . . . . . . . . . . . . . . . 22,Tribunale Diocesano »Metropolitano»,Affittuavi Coltivatori Diretti e Mezzadri,,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",",",22
Pag. Avventurina (fabbriche) . . . . . . . 22,Tribunale Diocesano »Metropolitano»,Affittuavi Coltivatori Diretti e Mezzadri,,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",",",22
Pag. Avvolgimento motori . . . . . . . . 23,Tribunale Diocesano »Metropolitano»,Affittuavi Coltivatori Diretti e Mezzadri,,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",",",22
