NC_NUM,NC_LETT,parish,sestiere,lon,lat
486,,San Nicola da Tolentino,SANTA CROCE,12.316393586982326,45.43849250710723
487,A,San Nicola da Tolentino,SANTA CROCE,12.31618488775788,45.43860900517641
493,,San Nicola da Tolentino,SANTA CROCE,12.316085904974457,45.438764126670236
494,,San Nicola da Tolentino,SANTA CROCE,12.316129115148277,45.43881450595562
487,,San Nicola da Tolentino,SANTA CROCE,12.316285432618509,45.43855206167177
495,F,San Nicola da Tolentino,SANTA CROCE,12.316956033548697,45.439078064397
496,,San Nicola da Tolentino,SANTA CROCE,12.317086380264529,45.43898298722852
496,C,San Nicola da Tolentino,SANTA CROCE,12.317133846166255,45.438978118235845
497,C,San Nicola da Tolentino,SANTA CROCE,12.318149551738493,45.43832440500821
497,D,San Nicola da Tolentino,SANTA CROCE,12.318111768908672,45.43829183836168
497,E,San Nicola da Tolentino,SANTA CROCE,12.318055104235693,45.43823722880734
497,G,San Nicola da Tolentino,SANTA CROCE,12.317980283692425,45.43816972803658
497,H,San Nicola da Tolentino,SANTA CROCE,12.31793044279028,45.43815132243323
497,I,San Nicola da Tolentino,SANTA CROCE,12.317795816997188,45.43803431289684
497,L,San Nicola da Tolentino,SANTA CROCE,12.317754422304292,45.43797119737995
497,M,San Nicola da Tolentino,SANTA CROCE,12.317696352578599,45.43792177442964
497,N,San Nicola da Tolentino,SANTA CROCE,12.317664685235012,45.43789254623967
497,O,San Nicola da Tolentino,SANTA CROCE,12.317636265281742,45.437868209183605
497,P,San Nicola da Tolentino,SANTA CROCE,12.317603437394775,45.43783899869905
456,,San Nicola da Tolentino,SANTA CROCE,12.319437073674811,45.437481954317164
456,A,San Nicola da Tolentino,SANTA CROCE,12.319502872692585,45.43747508501053
274,A,San Nicola da Tolentino,SANTA CROCE,12.3197397830976,45.43752173233937
548,,San Geremia,CANNAREGIO,12.31950670051245,45.43836035929046
548,,San Nicola da Tolentino,SANTA CROCE,12.31950670051245,45.43836035929046
523,,San Geremia,CANNAREGIO,12.318618808446693,45.43855079259512
523,,San Nicola da Tolentino,SANTA CROCE,12.318618808446693,45.43855079259512
522,,San Geremia,CANNAREGIO,12.318640036301687,45.438683496389984
522,,San Nicola da Tolentino,SANTA CROCE,12.318640036301687,45.438683496389984
521,A,San Geremia,CANNAREGIO,12.318704910397685,45.43876957234832
521,A,San Nicola da Tolentino,SANTA CROCE,12.318704910397685,45.43876957234832
521,,San Geremia,CANNAREGIO,12.318631170197476,45.43881270326729
521,,San Nicola da Tolentino,SANTA CROCE,12.318631170197476,45.43881270326729
520,A,San Geremia,CANNAREGIO,12.318597517872607,45.43883756168732
520,A,San Nicola da Tolentino,SANTA CROCE,12.318597517872607,45.43883756168732
520,,San Geremia,CANNAREGIO,12.3185664296736,45.43885726053444
520,,San Nicola da Tolentino,SANTA CROCE,12.3185664296736,45.43885726053444
519,,San Geremia,CANNAREGIO,12.318537224375039,45.43888505831047
519,,San Nicola da Tolentino,SANTA CROCE,12.318537224375039,45.43888505831047
517,,San Geremia,CANNAREGIO,12.318445797391224,45.438965437159474
517,,San Nicola da Tolentino,SANTA CROCE,12.318445797391224,45.438965437159474
516,,San Geremia,CANNAREGIO,12.318398906126001,45.439006003868435
516,,San Nicola da Tolentino,SANTA CROCE,12.318398906126001,45.439006003868435
515,A,San Nicola da Tolentino,SANTA CROCE,12.318340143325994,45.43905790118839
514,,San Nicola da Tolentino,SANTA CROCE,12.318192185593627,45.438848422322536
515,,San Nicola da Tolentino,SANTA CROCE,12.318146246728713,45.438918935191175
513,A,San Nicola da Tolentino,SANTA CROCE,12.317806195418694,45.439008365532096
512,,San Nicola da Tolentino,SANTA CROCE,12.318288336999062,45.439142090732894
511,,San Nicola da Tolentino,SANTA CROCE,12.318226138153484,45.4392175313752
510,,San Nicola da Tolentino,SANTA CROCE,12.318189604347985,45.439245336854185
509,,San Nicola da Tolentino,SANTA CROCE,12.318130327907623,45.43933029575974
508,,San Nicola da Tolentino,SANTA CROCE,12.317947823887359,45.43934523510807
504,,San Nicola da Tolentino,SANTA CROCE,12.317622583452817,45.43972865825745
502,,San Nicola da Tolentino,SANTA CROCE,12.317425602082093,45.43961693252613
499,G,San Nicola da Tolentino,SANTA CROCE,12.317325677918141,45.43963631802333
499,F,San Nicola da Tolentino,SANTA CROCE,12.317283504020738,45.43962407713174
492,A,San Nicola da Tolentino,SANTA CROCE,12.315494454711146,45.43835675120297
492,,San Nicola da Tolentino,SANTA CROCE,12.31559842341452,45.43826654507511
490,,San Nicola da Tolentino,SANTA CROCE,12.315772057328953,45.438443512440976
489,,San Nicola da Tolentino,SANTA CROCE,12.3158845916328,45.438247221458596
469,A,San Nicola da Tolentino,SANTA CROCE,12.316513573745576,45.438201309274824
468,B,San Nicola da Tolentino,SANTA CROCE,12.317090058641387,45.43788398960824
467,F,San Nicola da Tolentino,SANTA CROCE,12.317225011722895,45.437806209912246
466,E,San Nicola da Tolentino,SANTA CROCE,12.318340339297427,45.437299695854584
466,F,San Nicola da Tolentino,SANTA CROCE,12.318311004303682,45.43730040220072
466,G,San Nicola da Tolentino,SANTA CROCE,12.318281669876301,45.43725865477016
466,H,San Nicola da Tolentino,SANTA CROCE,12.318269649252649,45.43724385666034
466,C,San Nicola da Tolentino,SANTA CROCE,12.31845923132839,45.43731534918747
466,B,San Nicola da Tolentino,SANTA CROCE,12.31855300683937,45.43729212837128
466,A,San Nicola da Tolentino,SANTA CROCE,12.318649854364642,45.43727082458215
465,,San Nicola da Tolentino,SANTA CROCE,12.318762991825803,45.43725395325451
464,,San Nicola da Tolentino,SANTA CROCE,12.318841247559261,45.43723896228159
463,,San Nicola da Tolentino,SANTA CROCE,12.318891168797927,45.437232305305926
462,,San Nicola da Tolentino,SANTA CROCE,12.318930154017506,45.437221701546385
461,A,San Nicola da Tolentino,SANTA CROCE,12.319032978996729,45.43720440770516
461,,San Nicola da Tolentino,SANTA CROCE,12.319070724763282,45.437195484719055
460,,San Nicola da Tolentino,SANTA CROCE,12.31911826937449,45.4371900317705
454,A,San Nicola da Tolentino,SANTA CROCE,12.319186815490903,45.43705844679944
453,,San Nicola da Tolentino,SANTA CROCE,12.319182378721012,45.437016359140365
270,A,San Nicola da Tolentino,SANTA CROCE,12.320337018386885,45.437228777652
270,B,San Nicola da Tolentino,SANTA CROCE,12.320413161291915,45.437221655699645
270,C,San Nicola da Tolentino,SANTA CROCE,12.320439996516004,45.4372327253496
270,G,San Nicola da Tolentino,SANTA CROCE,12.320452299581055,45.437344700054545
261,A,San Nicola da Tolentino,SANTA CROCE,12.320525163913326,45.437452426787516
260,A,San Nicola da Tolentino,SANTA CROCE,12.320593799052935,45.43747248743764
261,,San Nicola da Tolentino,SANTA CROCE,12.320560167034603,45.43744798375032
261,B,San Nicola da Tolentino,SANTA CROCE,12.32058889963822,45.43744348348898
260,B,San Nicola da Tolentino,SANTA CROCE,12.320681482095242,45.43747103602727
261,C,San Nicola da Tolentino,SANTA CROCE,12.320658193606999,45.43740177686129
260,,San Nicola da Tolentino,SANTA CROCE,12.320821156512753,45.43742589670193
259,,San Nicola da Tolentino,SANTA CROCE,12.32093343776512,45.43741485290412
263,,San Nicola da Tolentino,SANTA CROCE,12.320930777119163,45.437398681047426
269,,San Nicola da Tolentino,SANTA CROCE,12.320978582970008,45.437139487871605
268,,San Nicola da Tolentino,SANTA CROCE,12.320986776004125,45.43717018905593
267,,San Nicola da Tolentino,SANTA CROCE,12.320993682076328,45.43719244534287
266,,San Nicola da Tolentino,SANTA CROCE,12.320992890541202,45.4372803984989
264,,San Nicola da Tolentino,SANTA CROCE,12.321000424379207,45.437361752327575
252,,San Nicola da Tolentino,SANTA CROCE,12.321020916067832,45.43751567762829
251,,San Nicola da Tolentino,SANTA CROCE,12.321038423918813,45.43762574951066
250,,San Nicola da Tolentino,SANTA CROCE,12.32107407846396,45.4377856554979
245,,San Nicola da Tolentino,SANTA CROCE,12.321256346829436,45.437989906172135
242,,San Geremia,CANNAREGIO,12.320726120961703,45.43904950020155
242,,San Nicola da Tolentino,SANTA CROCE,12.320726120961703,45.43904950020155
664,A,San Simeone Profeta,SANTA CROCE,12.322928918890888,45.43958213234514
703,A,San Simeone Profeta,SANTA CROCE,12.322863444460463,45.44006216850676
703,,San Simeone Profeta,SANTA CROCE,12.322713514651058,45.440224740336376
703,,San Geremia,CANNAREGIO,12.322713514651058,45.440224740336376
697,,San Simeone Profeta,SANTA CROCE,12.322196778848497,45.44026454568766
697,,San Geremia,CANNAREGIO,12.322196778848497,45.44026454568766
689,A,San Simeone Profeta,SANTA CROCE,12.322370638565134,45.44013884959467
689,A,San Geremia,CANNAREGIO,12.322370638565134,45.44013884959467
693,,San Simeone Profeta,SANTA CROCE,12.322543162923473,45.44016274129497
693,,San Geremia,CANNAREGIO,12.322543162923473,45.44016274129497
693,A,San Simeone Profeta,SANTA CROCE,12.32256486158523,45.440144261042605
693,A,San Geremia,CANNAREGIO,12.32256486158523,45.440144261042605
692,,San Simeone Profeta,SANTA CROCE,12.322544549642584,45.44012119538671
692,,San Geremia,CANNAREGIO,12.322544549642584,45.44012119538671
691,,San Simeone Profeta,SANTA CROCE,12.322488993188488,45.44008870822384
691,,San Geremia,CANNAREGIO,12.322488993188488,45.44008870822384
690,,San Simeone Profeta,SANTA CROCE,12.322442599619079,45.44007871016221
690,,San Geremia,CANNAREGIO,12.322442599619079,45.44007871016221
689,,San Simeone Profeta,SANTA CROCE,12.322295738801595,45.440128542675495
689,,San Geremia,CANNAREGIO,12.322295738801595,45.440128542675495
688,A,San Simeone Profeta,SANTA CROCE,12.32227780132937,45.4401355015563
688,A,San Geremia,CANNAREGIO,12.32227780132937,45.4401355015563
688,,San Simeone Profeta,SANTA CROCE,12.322149810249277,45.44024553435337
688,,San Geremia,CANNAREGIO,12.322149810249277,45.44024553435337
687,,San Simeone Profeta,SANTA CROCE,12.322089741466728,45.440297222960865
687,,San Geremia,CANNAREGIO,12.322089741466728,45.440297222960865
686,A,San Simeone Profeta,SANTA CROCE,12.322013362309328,45.44028364126652
686,A,San Geremia,CANNAREGIO,12.322013362309328,45.44028364126652
686,,San Simeone Profeta,SANTA CROCE,12.321976522826885,45.440244438297015
686,,San Geremia,CANNAREGIO,12.321976522826885,45.440244438297015
685,,San Simeone Profeta,SANTA CROCE,12.322125825789655,45.44011519647726
685,,San Geremia,CANNAREGIO,12.322125825789655,45.44011519647726
684,,San Simeone Profeta,SANTA CROCE,12.322189390107935,45.44006538979609
684,,San Geremia,CANNAREGIO,12.322189390107935,45.44006538979609
578,,San Simeone Profeta,SANTA CROCE,12.321858752094805,45.440114104609044
578,,San Geremia,CANNAREGIO,12.321858752094805,45.440114104609044
577,,San Simeone Profeta,SANTA CROCE,12.321780998595653,45.44003380301004
577,,San Geremia,CANNAREGIO,12.321780998595653,45.44003380301004
580,A,San Simeone Profeta,SANTA CROCE,12.322098505305439,45.44011100058568
580,A,San Geremia,CANNAREGIO,12.322098505305439,45.44011100058568
683,,San Simeone Profeta,SANTA CROCE,12.322236629108177,45.4400252346783
683,,San Geremia,CANNAREGIO,12.322236629108177,45.4400252346783
681,,San Simeone Profeta,SANTA CROCE,12.322280968557097,45.43998285159339
681,,San Geremia,CANNAREGIO,12.322280968557097,45.43998285159339
679,,San Simeone Profeta,SANTA CROCE,12.322320994593994,45.43994360717129
679,,San Geremia,CANNAREGIO,12.322320994593994,45.43994360717129
677,,San Simeone Profeta,SANTA CROCE,12.322370439803073,45.43990138883734
677,,San Geremia,CANNAREGIO,12.322370439803073,45.43990138883734
676,,San Simeone Profeta,SANTA CROCE,12.322391753308356,45.43988213460987
676,,San Geremia,CANNAREGIO,12.322391753308356,45.43988213460987
675,A,San Simeone Profeta,SANTA CROCE,12.32243262812975,45.43984722989927
675,,San Simeone Profeta,SANTA CROCE,12.322473502900367,45.4398123251727
583,,San Simeone Profeta,SANTA CROCE,12.322428147311841,45.43981270106781
585,,San Simeone Profeta,SANTA CROCE,12.322473469962043,45.43977070095981
674,,San Simeone Profeta,SANTA CROCE,12.322499650940722,45.43978782954361
673,,San Simeone Profeta,SANTA CROCE,12.322526276620188,45.43976438007488
586,,San Simeone Profeta,SANTA CROCE,12.32252561119185,45.439723865981684
672,,San Simeone Profeta,SANTA CROCE,12.32256294168023,45.43973153647706
587,,San Simeone Profeta,SANTA CROCE,12.322584642779143,45.43967179282296
672,A,San Simeone Profeta,SANTA CROCE,12.32259329923312,45.439704979658956
671,,San Simeone Profeta,SANTA CROCE,12.32271647474867,45.439707779163555
588,,San Simeone Profeta,SANTA CROCE,12.322623857754392,45.439640763957975
670,B,San Simeone Profeta,SANTA CROCE,12.32280161755174,45.43957851631699
665,,San Simeone Profeta,SANTA CROCE,12.322953361440323,45.439437721095565
665,C,San Simeone Profeta,SANTA CROCE,12.323031075700616,45.43937294641116
666,F,San Simeone Profeta,SANTA CROCE,12.323085694827018,45.439327204255406
666,D,San Simeone Profeta,SANTA CROCE,12.32314534848128,45.43923968672096
666,C,San Simeone Profeta,SANTA CROCE,12.32304796761863,45.43919870414536
666,A,San Simeone Profeta,SANTA CROCE,12.322956762979805,45.4392299536585
667,A,San Simeone Profeta,SANTA CROCE,12.322877436652472,45.43930094524601
667,,San Simeone Profeta,SANTA CROCE,12.322812772768586,45.439353966401356
668,A,San Simeone Profeta,SANTA CROCE,12.322728085431645,45.43942015230568
668,,San Simeone Profeta,SANTA CROCE,12.322681610073733,45.43946424039702
589,,San Simeone Profeta,SANTA CROCE,12.322553906972225,45.43956712567982
589,A,San Simeone Profeta,SANTA CROCE,12.322497730267822,45.43961346101568
590,,San Simeone Profeta,SANTA CROCE,12.322470236025731,45.4396430098725
590,A,San Simeone Profeta,SANTA CROCE,12.322443007789065,45.43961793700918
591,,San Simeone Profeta,SANTA CROCE,12.322453083901902,45.43959774416209
592,,San Simeone Profeta,SANTA CROCE,12.322481473867743,45.43958045586455
593,,San Simeone Profeta,SANTA CROCE,12.322513930844716,45.43955075343901
594,,San Simeone Profeta,SANTA CROCE,12.322591881395052,45.43948656957603
595,,San Simeone Profeta,SANTA CROCE,12.322587024402276,45.439427687835604
574,B,San Simeone Profeta,SANTA CROCE,12.322645283074817,45.4392939245675
574,A,San Simeone Profeta,SANTA CROCE,12.322768959317123,45.43918810982538
599,C,San Simeone Profeta,SANTA CROCE,12.323229028385878,45.43915021274783
599,D,San Simeone Profeta,SANTA CROCE,12.32331038366804,45.439067523938064
600,,San Simeone Profeta,SANTA CROCE,12.32302806945063,45.43898755530924
600,A,San Simeone Profeta,SANTA CROCE,12.322836672172322,45.43890692874277
599,,San Simeone Profeta,SANTA CROCE,12.322736730704413,45.43905037894183
595,A,San Simeone Profeta,SANTA CROCE,12.322583544334835,45.43921831902642
573,,San Simeone Profeta,SANTA CROCE,12.322450930427149,45.43937261206652
574,,San Simeone Profeta,SANTA CROCE,12.322380367981983,45.439519046093174
591,A,San Simeone Profeta,SANTA CROCE,12.322347741280456,45.43954676457303
567,C,San Simeone Profeta,SANTA CROCE,12.321723093807975,45.43995851196965
567,C,San Geremia,CANNAREGIO,12.321723093807975,45.43995851196965
567,,San Simeone Profeta,SANTA CROCE,12.321708057755265,45.43994204972784
567,,San Geremia,CANNAREGIO,12.321708057755265,45.43994204972784
565,,San Simeone Profeta,SANTA CROCE,12.321648155027267,45.439882236181376
565,,San Geremia,CANNAREGIO,12.321648155027267,45.439882236181376
564,,San Simeone Profeta,SANTA CROCE,12.321635476420356,45.43986942911763
564,,San Geremia,CANNAREGIO,12.321635476420356,45.43986942911763
563,,San Simeone Profeta,SANTA CROCE,12.321614299393143,45.43985462268322
563,,San Geremia,CANNAREGIO,12.321614299393143,45.43985462268322
562,,San Simeone Profeta,SANTA CROCE,12.32154091924801,45.4397877430499
562,,San Geremia,CANNAREGIO,12.32154091924801,45.4397877430499
561,,San Simeone Profeta,SANTA CROCE,12.321442682167632,45.43969805083533
561,,San Geremia,CANNAREGIO,12.321442682167632,45.43969805083533
559,,San Simeone Profeta,SANTA CROCE,12.321431170693911,45.43957376531475
559,,San Geremia,CANNAREGIO,12.321431170693911,45.43957376531475
558,,San Simeone Profeta,SANTA CROCE,12.321302378795723,45.439560437991965
558,,San Geremia,CANNAREGIO,12.321302378795723,45.439560437991965
557,,San Simeone Profeta,SANTA CROCE,12.321250974694175,45.43950374858839
557,,San Geremia,CANNAREGIO,12.321250974694175,45.43950374858839
557,A,San Simeone Profeta,SANTA CROCE,12.321232693822235,45.43948122534831
557,A,San Geremia,CANNAREGIO,12.321232693822235,45.43948122534831
555,A,San Simeone Profeta,SANTA CROCE,12.321144016225697,45.439392297220856
555,A,San Geremia,CANNAREGIO,12.321144016225697,45.439392297220856
555,,San Simeone Profeta,SANTA CROCE,12.321168317393976,45.439363393709584
555,,San Geremia,CANNAREGIO,12.321168317393976,45.439363393709584
554,,San Simeone Profeta,SANTA CROCE,12.32113026836533,45.43932749194644
554,,San Geremia,CANNAREGIO,12.32113026836533,45.43932749194644
553,,San Simeone Profeta,SANTA CROCE,12.321098734468887,45.439304297624744
553,,San Geremia,CANNAREGIO,12.321098734468887,45.439304297624744
552,,San Simeone Profeta,SANTA CROCE,12.321069239410644,45.43928146613875
552,,San Geremia,CANNAREGIO,12.321069239410644,45.43928146613875
551,,San Simeone Profeta,SANTA CROCE,12.321023486778783,45.439246823463904
551,,San Geremia,CANNAREGIO,12.321023486778783,45.439246823463904
551,,San Nicola da Tolentino,SANTA CROCE,12.321023486778783,45.439246823463904
241,,San Simeone Profeta,SANTA CROCE,12.321026111424151,45.439158013393154
241,,San Geremia,CANNAREGIO,12.321026111424151,45.439158013393154
241,,San Nicola da Tolentino,SANTA CROCE,12.321026111424151,45.439158013393154
240,A,San Simeone Profeta,SANTA CROCE,12.321042063036476,45.43913287377294
240,A,San Geremia,CANNAREGIO,12.321042063036476,45.43913287377294
240,A,San Nicola da Tolentino,SANTA CROCE,12.321042063036476,45.43913287377294
240,,San Simeone Profeta,SANTA CROCE,12.321068468936488,45.43910293972576
240,,San Geremia,CANNAREGIO,12.321068468936488,45.43910293972576
240,,San Nicola da Tolentino,SANTA CROCE,12.321068468936488,45.43910293972576
240,B,San Simeone Profeta,SANTA CROCE,12.32109344830449,45.43906973230965
240,B,San Geremia,CANNAREGIO,12.32109344830449,45.43906973230965
240,B,San Nicola da Tolentino,SANTA CROCE,12.32109344830449,45.43906973230965
239,,San Simeone Profeta,SANTA CROCE,12.321150079752258,45.43900378906845
239,,San Geremia,CANNAREGIO,12.321150079752258,45.43900378906845
239,,San Nicola da Tolentino,SANTA CROCE,12.321150079752258,45.43900378906845
238,,San Simeone Profeta,SANTA CROCE,12.32122810516935,45.438930248239515
238,,San Geremia,CANNAREGIO,12.32122810516935,45.438930248239515
237,,San Simeone Profeta,SANTA CROCE,12.32124064423661,45.4389137131709
237,,San Geremia,CANNAREGIO,12.32124064423661,45.4389137131709
231,,San Simeone Profeta,SANTA CROCE,12.32126783547712,45.438862738295576
231,,San Geremia,CANNAREGIO,12.32126783547712,45.438862738295576
231,A,San Simeone Profeta,SANTA CROCE,12.321319460870509,45.43886687485304
231,A,San Geremia,CANNAREGIO,12.321319460870509,45.43886687485304
230,,San Simeone Profeta,SANTA CROCE,12.321371697651674,45.438887045138124
230,,San Geremia,CANNAREGIO,12.321371697651674,45.438887045138124
236,A,San Simeone Profeta,SANTA CROCE,12.321372318403588,45.43902088470909
236,A,San Geremia,CANNAREGIO,12.321372318403588,45.43902088470909
232,,San Simeone Profeta,SANTA CROCE,12.321417353725776,45.43898940787957
232,,San Geremia,CANNAREGIO,12.321417353725776,45.43898940787957
233,,San Simeone Profeta,SANTA CROCE,12.321468875574853,45.43902022594235
233,,San Geremia,CANNAREGIO,12.321468875574853,45.43902022594235
235,,San Simeone Profeta,SANTA CROCE,12.321541161806962,45.43904338659027
235,,San Geremia,CANNAREGIO,12.321541161806962,45.43904338659027
236,,San Simeone Profeta,SANTA CROCE,12.321514093128478,45.439059490708814
236,,San Geremia,CANNAREGIO,12.321514093128478,45.439059490708814
229,,San Simeone Profeta,SANTA CROCE,12.321386887751288,45.43886796236962
229,,San Geremia,CANNAREGIO,12.321386887751288,45.43886796236962
227,,San Simeone Profeta,SANTA CROCE,12.321317006064866,45.43879180503852
227,,San Geremia,CANNAREGIO,12.321317006064866,45.43879180503852
225,A,San Simeone Profeta,SANTA CROCE,12.32135939067895,45.43873614691852
225,A,San Geremia,CANNAREGIO,12.32135939067895,45.43873614691852
225,,San Simeone Profeta,SANTA CROCE,12.321366771226833,45.43871944576782
225,,San Geremia,CANNAREGIO,12.321366771226833,45.43871944576782
597,B,San Simeone Profeta,SANTA CROCE,12.321478543997525,45.43872809876394
597,B,San Geremia,CANNAREGIO,12.321478543997525,45.43872809876394
597,C,San Simeone Profeta,SANTA CROCE,12.321500961056758,45.43873897447571
597,C,San Geremia,CANNAREGIO,12.321500961056758,45.43873897447571
597,A,San Simeone Profeta,SANTA CROCE,12.321710917676143,45.43886625209135
597,,San Simeone Profeta,SANTA CROCE,12.321888534094327,45.43888828435724
596,A,San Simeone Profeta,SANTA CROCE,12.321895910266656,45.43897188432399
595,C,San Simeone Profeta,SANTA CROCE,12.322181927187977,45.43900032956197
595,B,San Simeone Profeta,SANTA CROCE,12.322248705104174,45.439055219331166
598,,San Simeone Profeta,SANTA CROCE,12.32188070906973,45.438848682213596
598,A,San Simeone Profeta,SANTA CROCE,12.321802194871898,45.438776687453185
598,B,San Simeone Profeta,SANTA CROCE,12.321504199401797,45.438702871824944
598,B,San Geremia,CANNAREGIO,12.321504199401797,45.438702871824944
223,,San Simeone Profeta,SANTA CROCE,12.32142434222059,45.438634760138505
222,,San Simeone Profeta,SANTA CROCE,12.321436472192064,45.43861461558086
220,,San Simeone Profeta,SANTA CROCE,12.321452353221797,45.43859095918969
605,A,San Simeone Profeta,SANTA CROCE,12.321565446767158,45.438581733766114
605,A,San Geremia,CANNAREGIO,12.321565446767158,45.438581733766114
605,,San Simeone Profeta,SANTA CROCE,12.32168178200754,45.43858977366199
602,A,San Simeone Profeta,SANTA CROCE,12.322172401425892,45.43867148333343
601,,San Simeone Profeta,SANTA CROCE,12.322344094019343,45.43873846421854
601,A,San Simeone Profeta,SANTA CROCE,12.322534452757846,45.438798683012486
601,B,San Simeone Profeta,SANTA CROCE,12.322540940555191,45.43890998106168
729,A,San Simeone Profeta,SANTA CROCE,12.323088327407412,45.441065010770195
729,A,San Geremia,CANNAREGIO,12.323088327407412,45.441065010770195
729,,San Simeone Profeta,SANTA CROCE,12.32318370192104,45.440964651562574
729,,San Geremia,CANNAREGIO,12.32318370192104,45.440964651562574
730,,San Simeone Profeta,SANTA CROCE,12.323176393532842,45.440944185917196
730,,San Geremia,CANNAREGIO,12.323176393532842,45.440944185917196
730,B,San Simeone Profeta,SANTA CROCE,12.323086107834582,45.440904719743436
730,B,San Geremia,CANNAREGIO,12.323086107834582,45.440904719743436
733,,San Simeone Profeta,SANTA CROCE,12.323194933002318,45.44071508437353
733,,San Geremia,CANNAREGIO,12.323194933002318,45.44071508437353
733,B,San Simeone Profeta,SANTA CROCE,12.323313850141949,45.44072547806669
