Name,Address,Location,Role,Profession,Additional Info,Journal,page
,"Venezia, Riva del Vin 722 - 728",Affittuavi Coltivatori Diretti e Mezzadri,Confezioni per bambini,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",54,25
,"Venezia, Riva del Vin 722 - 728",Affittuavi Coltivatori Diretti e Mezzadri,Confezioni per signora,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",55,25
,"Venezia, Riva del Vin 722 - 728",Affittuavi Coltivatori Diretti e Mezzadri,Confezioni per uomo,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",55,25
,"Venezia, Riva del Vin 722 - 728",Affittuavi Coltivatori Diretti e Mezzadri,Confezioni varie,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",55,25
,"Venezia, Riva del Vin 722 - 728",Affittuavi Coltivatori Diretti e Mezzadri,"Conserve, marmellate e affini",Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",56,25
,"Venezia, Riva del Vin 722 - 728",Affittuavi Coltivatori Diretti e Mezzadri,Conterie e perle (fabbriche),Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",56,25
,"Venezia, Riva del Vin 722 - 728",Affittuavi Coltivatori Diretti e Mezzadri,Copertoni,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",56,25
,"Venezia, Riva del Vin 722 - 728",Affittuavi Coltivatori Diretti e Mezzadri,Copisterie,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",56,25
,"Venezia, Riva del Vin 722 - 728",Affittuavi Coltivatori Diretti e Mezzadri,Cordami e spaghi,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",56,25
,"Venezia, Riva del Vin 722 - 728",Affittuavi Coltivatori Diretti e Mezzadri,Coricci,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",56,25
,"Venezia, Riva del Vin 722 - 728",Affittuavi Coltivatori Diretti e Mezzadri,Corredi da sposa,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",56,25
,"Venezia, Riva del Vin 722 - 728",Affittuavi Coltivatori Diretti e Mezzadri,Costruttori edili,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",57,25
,"Venezia, Riva del Vin 722 - 728",Affittuavi Coltivatori Diretti e Mezzadri,Costruttori di pavimenti,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",57,25
,"Venezia, Riva del Vin 722 - 728",Affittuavi Coltivatori Diretti e Mezzadri,Costruzioni elettriche,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",57,25
,"Venezia, Riva del Vin 722 - 728",Affittuavi Coltivatori Diretti e Mezzadri,Costruzioni elettromeccaniche,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",57,25
,"Venezia, Riva del Vin 722 - 728",Affittuavi Coltivatori Diretti e Mezzadri,Costruzioni in legno,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",57,25
,"Venezia, Riva del Vin 722 - 728",Affittuavi Coltivatori Diretti e Mezzadri,Costruzioni idrauliche,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",57,25
,"Venezia, Riva del Vin 722 - 728",Affittuavi Coltivatori Diretti e Mezzadri,"Costruzioni meccaniche, industriali, elettriche",Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",57,25
,"Venezia, Riva del Vin 722 - 728",Affittuavi Coltivatori Diretti e Mezzadri,Costruzione e gestione alberghi,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",58,25
,"Venezia, Riva del Vin 722 - 728",Affittuavi Coltivatori Diretti e Mezzadri,Costruzioni meccaniche,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",58,25
,"Venezia, Riva del Vin 722 - 728",Affittuavi Coltivatori Diretti e Mezzadri,Costruzioni e riparazioni navali,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",58,25
,"Venezia, Riva del Vin 722 - 728",Affittuavi Coltivatori Diretti e Mezzadri,Costruzioni opere portuali,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",58,25
,"Venezia, Riva del Vin 722 - 728",Affittuavi Coltivatori Diretti e Mezzadri,Costruzioni stradali e ferroviarie,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",58,25
,"Venezia, Riva del Vin 722 - 728",Affittuavi Coltivatori Diretti e Mezzadri,Cotoni e cascamì (lavorazione),Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",58,25
,"Venezia, Riva del Vin 722 - 728",Affittuavi Coltivatori Diretti e Mezzadri,Cotonifici,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",58,25
,"Venezia, Riva del Vin 722 - 728",Affittuavi Coltivatori Diretti e Mezzadri,Crine vegetali,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",58,25
,"Venezia, Riva del Vin 722 - 728",Affittuavi Coltivatori Diretti e Mezzadri,Cristallerie,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",59,25
,"Venezia, Riva del Vin 722 - 728",Affittuavi Coltivatori Diretti e Mezzadri,Cristalli,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",59,25
,"Venezia, Riva del Vin 722 - 728",Affittuavi Coltivatori Diretti e Mezzadri,Cromatura,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",59,25
,"Venezia, Riva del Vin 722 - 728",Affittuavi Coltivatori Diretti e Mezzadri,Crusche,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",59,25
,"Venezia, Riva del Vin 722 - 728",Affittuavi Coltivatori Diretti e Mezzadri,Cucine economiche,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",59,25
,"Venezia, Riva del Vin 722 - 728",Affittuavi Coltivatori Diretti e Mezzadri,Cucine elettriche,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",59,25
,"Venezia, Riva del Vin 722 - 728",Affittuavi Coltivatori Diretti e Mezzadri,Cuoi artistici,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",59,25
,"Venezia, Riva del Vin 722 - 728",Affittuavi Coltivatori Diretti e Mezzadri,Cuscini da viaggio,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",59,25
,"Venezia, Riva del Vin 722 - 728",Affittuavi Coltivatori Diretti e Mezzadri,Damasc hi e broccati,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",59,25
,"Venezia, Riva del Vin 722 - 728",Affittuavi Coltivatori Diretti e Mezzadri,Decoloranti,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",59,25
,"Venezia, Riva del Vin 722 - 728",Affittuavi Coltivatori Diretti e Mezzadri,Decoratori e pittori,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",59,25
,"Venezia, Riva del Vin 722 - 728",Affittuavi Coltivatori Diretti e Mezzadri,Demolizione navi,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",60,25
,"Venezia, Riva del Vin 722 - 728",Affittuavi Coltivatori Diretti e Mezzadri,Denti artificiali,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",60,25
,"Venezia, Riva del Vin 722 - 728",Affittuavi Coltivatori Diretti e Mezzadri,Detective,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",60,25
,"Venezia, Riva del Vin 722 - 728",Affittuavi Coltivatori Diretti e Mezzadri,"Detersivi, saponi, affini (fabbriche)",Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",61,25
,"Venezia, Riva del Vin 722 - 728",Affittuavi Coltivatori Diretti e Mezzadri,Divise,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",61,25
,"Venezia, Riva del Vin 722 - 728",Affittuavi Coltivatori Diretti e Mezzadri,"Dolciumi (industria, ingrosso)",Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",61,25
,"Venezia, Riva del Vin 722 - 728",Affittuavi Coltivatori Diretti e Mezzadri,Doratura,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",61,25
,"Venezia, Riva del Vin 722 - 728",Affittuavi Coltivatori Diretti e Mezzadri,Droghe (lavorazione),Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",61,25
,"Venezia, Riva del Vin 722 - 728",Affittuavi Coltivatori Diretti e Mezzadri,Drogherie,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",61,25
,"Venezia, Riva del Vin 722 - 728",Affittuavi Coltivatori Diretti e Mezzadri,"Duplicatori, apparecchi di riproduzione piani e rotativi",Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",61,25
,"Venezia, Riva del Vin 722 - 728",Affittuavi Coltivatori Diretti e Mezzadri,Ebanisti,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",61,25
,"Venezia, Riva del Vin 722 - 728",Affittuavi Coltivatori Diretti e Mezzadri,Elettricità (produzione distribuzione),Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",61,25
,"Venezia, Riva del Vin 722 - 728",Affittuavi Coltivatori Diretti e Mezzadri,Elettricità (economizzatori),Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",62,25
,"Venezia, Riva del Vin 722 - 728",Affittuavi Coltivatori Diretti e Mezzadri,"Elettricità, idraulica e gas",Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",62,25
,"Venezia, Riva del Vin 722 - 728",Affittuavi Coltivatori Diretti e Mezzadri,Elettricisti e idraulici,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",62,25
,"Venezia, Riva del Vin 722 - 728",Affittuavi Coltivatori Diretti e Mezzadri,Elettrochimica,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",64,25
,"Venezia, Riva del Vin 722 - 728",Affittuavi Coltivatori Diretti e Mezzadri,Elettrodi per saldatura elettriche,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",64,25
,"Venezia, Riva del Vin 722 - 728",Affittuavi Coltivatori Diretti e Mezzadri,Elettrodomestica,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",64,25
,"Venezia, Riva del Vin 722 - 728",Affittuavi Coltivatori Diretti e Mezzadri,Elettrogalvanica,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",64,25
,"Venezia, Riva del Vin 722 - 728",Affittuavi Coltivatori Diretti e Mezzadri,Elettromeccanica,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",65,25
,"Venezia, Riva del Vin 722 - 728",Affittuavi Coltivatori Diretti e Mezzadri,Elettroaccetilene,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",65,25
,"Venezia, Riva del Vin 722 - 728",Affittuavi Coltivatori Diretti e Mezzadri,Elettrotecnica,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",65,25
,"Venezia, Riva del Vin 722 - 728",Affittuavi Coltivatori Diretti e Mezzadri,Elicioconografia,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",65,25
,"Venezia, Riva del Vin 722 - 728",Affittuavi Coltivatori Diretti e Mezzadri,Eracliti,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",65,25
,"Venezia, Riva del Vin 722 - 728",Affittuavi Coltivatori Diretti e Mezzadri,Erbe medicinali,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",65,25
,"Venezia, Riva del Vin 722 - 728",Affittuavi Coltivatori Diretti e Mezzadri,"Esercizio caffè, ristorante ed affini",Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",65,25
,"Venezia, Riva del Vin 722 - 728",Affittuavi Coltivatori Diretti e Mezzadri,Esportazione,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",65,25
,"Venezia, Riva del Vin 722 - 728",Affittuavi Coltivatori Diretti e Mezzadri,Espurgo pozzi neri,Character: Bollettino Parrocchiale San Francesco della Vigna (mensile),",",65,25
