Name,Address,Location,Role,Profession,Additional Info,page
Figlie di San Giuseppe,Ospedale di Mirano a S. Anna,FAMIGLIE RELIGIOSE FEMMINILI,Pietro Apostolo,Torcello,Residenza delle Madre generale: S. Sebastiano,95
Figlie di San Giuseppe,"Casa filiali: S. Giovanni Decollato, Zitelle Fond. Rizzi ai Tolentini",FAMIGLIE RELIGIOSE FEMMINILI,Pietro Apostolo,Torcello,",",95
Collegio S. Giuseppe (palazzo Fiazcaglia),"ponte della Guerra, S. Maria Formosa",FAMIGLIE RELIGIOSE FEMMINILI,Pietro Apostolo,Torcello,"con convitto e sozìte interne magistrali, ",95
Istituto Solesini,"ponte della Guerra, S. Maria Formosa",Terese,Pietro Apostolo,Torcello,",",95
Figlie di S. Giuseppe di Torino,"San Martolo, campiello Cercot",FAMIGLIE RELIGIOSE FEMMINILI,Pietro Apostolo,Torcello,",",95
Suore di Carità di Nevers,"San Martolo, campiello Cercot",FAMIGLIE RELIGIOSE FEMMINILI,Pietro Apostolo,Torcello,"Scuole interiori e oride, | Frari",95
Suore di Maria Benedetta Scalze,Carpenedo Mestre,FAMIGLIE RELIGIOSE FEMMINILI,Pietro Apostolo,Torcello,",",95
Suore della Riparazione,Carpenedo Mestre,FAMIGLIE RELIGIOSE FEMMINILI,Pietro Apostolo,Torcello,"Casa Nazareth S. Fosca, ai Servi",95
Suore della Carità,Carpenedo Mestre,FAMIGLIE RELIGIOSE FEMMINILI,Pietro Apostolo,Torcello,Residenza della Madre provinciale: S. Giacchino,95
,Istituto S. M. dei Pisti. Bim Bartore e Penin-tenti: Casa padale della Giudecca,FAMIGLIE RELIGIOSE FEMMINILI,Pietro Apostolo,Torcello,",",95
,Istituto S. M. dei Pisti. Bim Bartore e Penin-tenti: Casa padale della Giudecca,FAMIGLIE RELIGIOSE FEMMINILI,Pietro Apostolo,Torcello,"Istituto Chioita a S. Stefano, con convitto",95
