matched_lat,matched_lon,n_entries,n_unique_addresses,representative_address,single_address_only
45.4328825,12.3341704,12,1,"Via XXII Marzo, 2288",True
45.4341644,12.3266081,12,9,"S. Trovaso, Palazzo Giustinian",False
45.438152001775215,12.33537988674626,12,2,Rialto 19,False
45.43332117724419,12.330893566584898,12,5,S. Stefano 2781,False
45.43379,12.341367,12,1,S. Marco - Palazzo ex Prigioni,True
45.42963814245672,12.32608141450153,12,4,Zattere 923,False
45.4426904,12.3301208,11,6,S. Marcuola 2040 - Pal. Vendramin Calergi,False
45.4382994,12.343676,11,1,S. Stefano. Palazzo Morosini numero 2802,True
45.436665710629214,12.337317762209617,11,7,S. Marco 4987-A,False
45.432419271618,12.337275722149968,11,6,"San Marco, calle Vallaresso 1324",False
45.432762512252246,12.33024283953726,11,5,S. Stefano 2807,False
45.433146735718935,12.334473676191887,11,4,"S. Marco, Calle delle Veste, 2026",False
45.4438257,12.3270367,11,5,Cannaregio 2325,False
45.43205679830628,12.333079633730463,11,5,"Via Galvani, S. Marco 2465",False
45.43586317338666,12.334623018218233,11,2,S. Luca 4149,False
45.43270539050791,12.337033540363253,11,8,S. Marco 1317,False
45.4306664,12.333958,11,10,S. Gregorio 224,False
45.43537575071917,12.33044502869534,11,3,San Marco 3880,False
45.43581744954648,12.334798129208046,11,4,S. Luca 4152a,False
45.436861504347426,12.33679151173581,11,6,Merceria S. Salvador 5024,False
45.430837507879595,12.320681207237604,11,11,"Castello 1513, Cannaregio 4871, Castello 2908, Castello 4945, Castello 2078, Castello 5791, Cannaregio 532, Cannaregio 3964, Cannaregio 4865, Cannaregio 667, Cannaregio 5082, Cannaregio 3040, Cannaregio 3448, Cannaregio 3616, Cannaregio 3779, Cannaregio 2869, Cannaregio 5397, Cannaregio 3852, Cannaregio 1392, Cannaregio 5365, Cannaregio 1768, Cannaregio 1899, Cannaregio 6344, Cannaregio 1190, Cannaregio 1317, Cannaregio 2666, Cannaregio 3025. A, Cannaregio 415, Cannaregio 2329, Cannaregio 1120-1081, Cannaregio 4476, Cannaregio 4865, Cannaregio 1643, Cannaregio 2517, Dorsoduro 1142",False
45.43412394203241,12.344002011647044,11,3,Castello 4158,False
45.436909,12.3269754,10,2,Campo dei Frari,False
45.44215667611218,12.321542717171708,10,1,fdm. Vetrai 73,True
45.43388705049081,12.339127530630687,10,4,Sede S. Marco ex Palazzo Reale. Stanza 32,False
45.44405853486947,12.328787217877093,10,1,Cannaregio 1905,True
45.440382497667215,12.330031812423796,10,4,"S. Croce, 2051",False
45.43284678888878,12.336484532785851,10,2,S. Marco 1386,False
45.43475051042912,12.33275703277203,10,2,S. Angelo 3650,False
45.43637939307794,12.323342112070996,10,3,S. Vio 34,False
45.44481948479099,12.33397691935263,10,3,Cannar. 3542,False
45.432692476835925,12.33473955456295,10,6,S. Marco 2215,False
45.4375516,12.3364631,10,9,SAN BARTOLOMEO,False
45.4585721,12.3487909,10,1,SANTA MARIA DEGLI ANGELI,True
45.440717880529256,12.329818758317233,10,4,S. Croce 1992,False
45.434970471820925,12.331771772528205,10,3,S. Angelo 3914,False
45.43745952571061,12.336648541524134,10,3,S. Marco 5177,False
45.435664445373995,12.335011609314686,10,6,San Marco 4267.A.,False
45.443046869300744,12.324673437435818,10,5,Cannaregio 282,False
45.43592176649468,12.334885307233014,10,4,S. Luca 4155,False
45.44171757828682,12.322863959188322,10,4,Cannaregio 122,False
45.43470180887312,12.338070328363912,10,3,S. Marco 876,False
45.4342790693595,12.337801087162651,10,5,S. Marco 113,False
45.44201965206056,12.32790059392248,10,7,"Piazza Giovanni, S. Croce 1702",False
45.43727936691605,12.336627950859272,9,3,S. Marco 5042,False
45.43812438992038,12.335766125363076,9,5," ""Rialto 10""",False
45.43544542311948,12.33408224216015,9,7,Campo Manin 4022,False
45.43968827964334,12.3386908676976,9,3,Cannaregio 6025,False
45.43197389287582,12.318274635686766,9,7,D. Duro 1737-D,False
45.43971584968241,12.331165092183117,9,3,"S. Croce, calle della Regina 2334",False
45.43233020364818,12.32917886044179,9,6,S. Marco 2885,False
45.43072466525864,12.332397949010629,9,6,"Via XXII Marzo, Dorsoduro 351",False
45.4372706,12.3455375,9,8,S. Lorenzo 5117,False
45.43378522121348,12.339206242550835,9,9,"Via Asilo n. 18, Castello 6400, Giudecca 445, Dorsoduro 1752, Castello 3592, S. Marco 2028",False
45.43567765157802,12.340879375926097,9,4,Castello 4392-A,False
45.433347475917635,12.336748296337875,9,4,"S. Marco, 1291 B",False
45.4375438097882,12.330412090142092,9,2,S. Polo 1957,False
45.434805122712895,12.329418903989248,9,2,S. Marco 3380,False
45.436850684555274,12.332233861824102,9,2,San Polo 1206,False
45.43585377007646,12.340523813392885,9,1,Ponte del Rimedio 4413,True
45.43696051500136,12.334968475232392,9,4,San Marco 4789,False
45.4333847,12.3350097,9,6,"S. Moisé, 2053",False
45.435868067709734,12.328373462386834,9,5,"S. Toma, 2788",False
45.436826186787286,12.341425924026916,9,5,S. Maria Formosa 5251,False
45.43332935437135,12.334559111117873,9,3,S. Marco 2053,False
45.43621721903353,12.335193371378669,9,2,S. Marco 4600,False
45.43562140140743,12.33999678626738,9,2,S. Marco 391,False
45.431272523132634,12.323030994006198,9,1,"S. Trovaso, fdno, Ognissanti 1454",True
45.436277407509344,12.338358974707877,9,6,S. Marco 553,False
45.4342571,12.3386717,9,4,Piazza S. Marco,False
45.43840210105357,12.33876840740039,9,3,Castello 6041,False
45.436627246229136,12.33892918420507,9,3,S. Lio 5449,False
45.43683930781687,12.340498040339703,9,4,Castello 5836,False
45.43687638603417,12.332892649318474,9,7,"Rialto, S. Silvestro 1112-1173",False
45.432611475091306,12.334132442485606,9,5,S. Marco 2309,False
45.43334666301954,12.332518750367898,9,3,S. Marco 2569,False
45.43574221825119,12.335166458258216,8,4,S. Marco 4267,False
45.43762067150662,12.341014246783622,8,3,Castello 6125,False
45.43467483233014,12.337980614064604,8,4,"San Marco, 860",False
45.43415845382437,12.331372393203685,8,4,S. Marco 3536,False
45.43599770135663,12.34000360494043,8,2,Castello 5311,False
45.43590180575451,12.321457754346376,8,2,Dorsoduro 3498-A,False
45.43810867197805,12.338209022588144,8,6,S. Lio 5990,False
45.4336186,12.3282922,8,8,SAN SAMUELE,False
45.44386481673949,12.327772239893475,8,3,Cannaregio 1374,False
45.4330875,12.331594,8,5,SAN MAURIZIO,False
45.43452986170444,12.338378674520884,8,4,S. Marco 131,False
45.43552583066602,12.332483580086736,8,2,S. Marco 3966,False
45.43601968890377,12.338954705971911,8,3,S. Marco 500,False
45.434252823927295,12.33774465397138,8,4,S. Marco 111,False
45.43850013495503,12.331569435411694,8,5,S. Polo 1518,False
45.43814270947663,12.335733579737845,8,5,Via Lemmo 11,False
45.43477080336342,12.33858409749736,8,5,S. Marco 181,False
45.43721157362518,12.330657768706788,8,3,S. Polo 1971,False
45.43307460690676,12.35939322339684,8,7,"""Quintavalle di Castello, 25""",False
45.43711258505833,12.327921690396057,8,4,"Rio Terra Frari, 2604",False
45.4358076,12.3386471,8,8,S. Zulian,False
45.43498243288116,12.334854757870987,8,3,"S. Marco 4322, Pal. Da Mula",False
45.4337749792244,12.338664679320768,8,5,S. Marco 50,False
45.43747660321914,12.341148222821293,8,2,Castello 6130,False
45.43546311273149,12.334142188139468,8,4,S. Marco 4023,False
45.4429348,12.3322178,8,7,SANTA FOSCA,False
45.441845551519094,12.332958207345907,8,7,Cannaregio 3683-4,False
45.42752792755092,12.340281489806248,8,6,Giudecca 10,False
45.43494,12.34056,8,1,Ponte della Canonica,True
45.43325649260816,12.33256137625729,8,2,S. Marco 2568,False
45.433287741399624,12.33661816790508,8,6,S. Marco n. 1343-B,False
45.435178119239254,12.339386589384263,8,7,"Pellestrina 367-A, Canareg-io 3102, Cannaregio 316, Marghera 201, Cann 938, Cann 2356, S. Marco 2803",False
45.4322751483164,12.333725597467298,8,1,S. Marco 2338,True
45.44272223871992,12.33508048670553,8,6,S. Felice 3783,False
45.43236507904594,12.334158126190358,8,1,S. Marco 2315,True
45.43290777597539,12.325062046364584,8,2,Dorsoduro 2768,False
45.44726991857376,12.324852218906496,8,3," ""Cannaregio 3027""",False
45.4349188,12.337177,8,8,Calle dei Fabbri 4685-B,False
45.4390993,12.3344273,8,8,Rialto 3,False
45.44044884574217,12.32385571241946,8,5,S. Simeone P. 767,False
45.4328096,12.3316785,8,6,S. Maurizio 2669,False
45.42646731084486,12.326103589584395,8,2,"Venezia, Giudecca 463",False
45.43510565083234,12.330490351424082,8,1,S. Angelo 3883,True
45.42656686310661,12.337975498156142,8,2,Giudecca 52,False
45.43517840941553,12.339194433094551,7,2,S. Marco 658,False
45.4429294,12.3286852,7,6,S. Marcuola 1632,False
45.435147876681576,12.339295709467075,7,2,S. Marco 365,False
45.43662145121322,12.339831047902717,7,3,Castello 5381,False
45.440206731473914,12.336799546252047,7,2,Canneregio 4459,False
45.43307088444994,12.326146581495513,7,2,Dorsoduro 2787,False
45.43915722268654,12.325835378674793,7,2,S. Croce 861,False
45.44032278201444,12.33679761428412,7,4,SS. Apostoli 4463,False
45.43719137751258,12.339459432334332,7,2,Castello 5764,False
45.43326082425589,12.337022789134522,7,4,S. Marco 1253,False
45.4371289680548,12.337460483102356,7,6,San Marco 5238,False
45.4335309865078,12.337307898509296,7,5,San Marco 75-76 Bis,False
45.44167860768406,12.333098775978067,7,4,Cannaregio 3689,False
45.439763102354405,12.327127222893203,7,3,S. Croce 1507,False
45.43521360787311,12.33488445704755,7,4," ""S. Marco 4283""",False
45.43413759220737,12.337015941654329,7,3,S. Marco 1218,False
45.436570202569115,12.32837456778936,7,2,S. Polo 2752,False
45.43356374607831,12.358709009976655,7,2,Castello 43,False
45.43343953058895,12.336736214267068,7,3,"S. Marco, 1269",False
45.43919168433709,12.329900030215745,7,1,S. Croce 2149,True
45.43670407168468,12.340107292644335,7,3,Castello 5273,False
45.43822049543419,12.340515817124723,7,3,Castello 6118,False
45.43670801150341,12.330348632170736,7,3,S. Polo 2004,False
45.43513984555453,12.339271627888351,7,2,S. Marco 364,False
45.43461206012263,12.331916137853698,7,4,S. Angelo 3832 A,False
45.435647535984025,12.343725316825886,7,1,Castello 4975,True
45.434974043653135,12.3388766920749,7,2,S. Marco 295,False
45.43471648704098,12.338524134385793,7,1,Piazza S. Marco 153-A,True
45.43487734979062,12.33663732144595,7,2,S. Marco 1076,False
45.444482005142035,12.32991567526,7,6,"Cannaregio, S. Leonardo 1956",False
45.434958805983634,12.347311040766042,7,1,Castello 3589,True
45.43470810174636,12.357363943054027,7,2,S. Pietro di Castello 77,False
45.43798809271159,12.324146571046963,7,3,San Polo 3080,False
45.43886625209135,12.321710917676144,7,3,S. Croce 597-A,False
45.43286552008293,12.334014257733177,7,2,S. Marco 2402,False
45.4387788971088,12.334822022230288,7,4,Tommasegi S. Polo 40,False
45.4376441,12.3214363,7,6,Tolentini 3546,False
45.44495670076738,12.32861035052002,7,2,Cannaregio 1506,False
45.432499038154965,12.328569399082095,7,2,"San Stefano, 2908",False
45.432585188895494,12.334563702405612,7,2,S. Marco 2245,False
45.443461273070525,12.33069132056334,7,4," ""Cannar. 2083""",False
45.435702268754525,12.332048483748723,7,3," ""S. Marco 3941""",False
45.43621922778591,12.326224872531837,7,3,S. Polo 3024,False
45.438165697723,12.335696702283958,7,6,"S. Marco 5, Via Negrotore 12",False
45.432476925887286,12.333589053852512,7,2,S. Marco 2353,False
45.43491831796775,12.3362390377569,7,2,S. Marco 1083,False
45.4363514724519,12.33937015069863,7,4,Castello 5362,False
45.44258019886445,12.33597183676958,7,4,"Cannaregio, 4118",False
45.44260947117313,12.32103175951632,7,3,S. Geremia 99 e.,False
45.43463821319484,12.337722512156684,7,2,San Marco 857,False
45.43992548390412,12.32533054837311,7,2,S. Croce 983,False
45.42672013281009,12.338407910153894,7,1,Giudecca 43,True
45.4354357912168,12.339358129610014,7,7,"Zelarino Trevisgnno 448, S. Polo 1255, S. Marco 477",False
45.433822383235125,12.337156920091278,7,7,Piazza S. Marco 78 bis 79 bis,False
45.4355945760875,12.338371333321158,7,2,S. Marco 788,False
45.4357615,12.3337928,7,6,- San Luca,False
45.425685286377885,12.335017093802843,7,3,"Magazzino Manifattura Tabacchi, Zattere Spirito Santo e Giudecca 115.",False
45.439703138076595,12.328267663808145,7,2,S. Polo 1571,False
45.43501840947843,12.338953781420583,7,4,S. Marco 287,False
45.44411808299954,12.329866690308735,7,1,Cannaregio 1994,True
45.44208226364083,12.331617276588752,7,2,Cannaregio 2251,False
45.43388862164428,12.346680433332802,7,5,Castello 4132,False
45.43498996247554,12.320972840090452,7,2,Dorsoduro 3488,False
45.43260387007682,12.316982278855464,7,2,Dorsoduro 2311,False
45.44038529878136,12.336115922534072,7,5,Cann. 4442.,False
45.43739646112724,12.331688764002775,7,4,Venezia - San Polo 1345,False
45.43627221895984,12.329135718368134,7,6,S. Polo 2765,False
45.436274493901415,12.337400646671192,7,3,S. Marco 4924,False
45.4370329,12.3410358,7,3,S. Maria Formosa,False
45.436094290598206,12.317540779637048,7,4,S. Croce 360A,False
45.43557255980327,12.327174037709655,7,3,S. Polo 2896,False
45.43277885389209,12.322622841239417,6,2,D. Duro 2885,False
45.434874347897384,12.337222216383688,6,3,"San Marco, 913",False
45.43627097766913,12.33530839360166,6,5,"S. Luca, 4606",False
45.44583858113853,12.333199650919772,6,2,Cannaregio 3530,False
45.43788510925312,12.333699413777968,6,2,S. Polo 765.,False
45.432798581507704,12.32809798045637,6,3,S. Marco 3055,False
45.43846809659951,12.335167096764694,6,3,S. Polo 67,False
45.43336720194845,12.334008276254847,6,3,San Marco 2012,False
45.434736318608685,12.3374566994772,6,5,S. Marco Calle dei Fab bri (Ponte dei Dai) 832. 834,False
45.4384455,12.3394875,6,6,S. Marina 6413,False
45.43477236536305,12.331539792903913,6,2,S. Angelo 3856,False
45.44250611223758,12.32407211269033,6,5,Cann. 190,False
45.4347126,12.3435664,6,5,SAN ZACCARIA,False
45.44053510548378,12.324080168198654,6,2,"S. Croce, 920",False
45.439540627731695,12.328116816456074,6,1,S. Polo 1566,True
45.44302387839748,12.339764484493475,6,3,Cannaregio 5101,False
45.43629680965356,12.337429433072709,6,4,S. Marco 4945-57,False
45.44449233908093,12.329920775974491,6,2,Cannaregio 1955,False
45.43426815684888,12.358547925394584,6,3,"Castello, Campo S. Pietro, 68",False
45.440949133207,12.324003327189596,6,2,S. Simeone Grande 927,False
45.439580944424314,12.330803326572587,6,2,"Santa Croce, 2267",False
45.43469418598707,12.333418133632213,6,3,Rio Terra Assassini 3685,False
45.43522489554637,12.32962664478942,6,4,S. Marco numero 3416,False
45.43762149947111,12.332191236834564,6,3,S. Aponal 1190,False
45.44463571664879,12.32954051793371,6,4,Cannareggio 1858,False
45.43505991896077,12.33510908945591,6,3,S. Marco 4346,False
45.440628740647064,12.337835956442056,6,4,SS. Apostoli 4509,False
45.43618841711774,12.343050682459094,6,1,Castello 4930,True
45.43222547623389,12.324659331129627,6,2,Dorsoduro 1318,False
45.437309020545655,12.335644692454316,6,4,S. Marco 5117,False
45.43222275633437,12.32968500598752,6,2,"San Stefano, n. 2847",False
45.432934781345,12.334428841615765,6,3,S. Marco 2380,False
45.438255135348726,12.333707329274713,6,1,S. Polo 696,True
45.437325571038905,12.34134641729231,6,2,Castello 5245,False
45.43070840528249,12.332886334566645,6,4,Dorsoduro 189,False
45.43641346241229,12.323486257560967,6,3,Santa Croce 101,False
45.434547388904456,12.331765633544782,6,2,S. Marco 3831,False
45.43176611852922,12.332388801954302,6,2,S. Marco 2499,False
45.43500648242841,12.333379955847544,6,4,S. Marco 3715,False
45.43972472689081,12.3376026292418,6,2,Cannaregio 5576 A,False
45.436470945195154,12.33702213004876,6,3,S. Marco 4860,False
45.44209320700123,12.339657583393205,6,3,"Cannaregio, 5224 - 25 e 1305",False
45.43208145533497,12.332908161777086,6,5,S. Marco 2475,False
45.441980977496954,12.32321415515324,6,4,Cannaregio 134 A,False
45.43811926801323,12.333305969133736,6,2,S. Polo 1046,False
45.43504672554643,12.337067452842742,6,2,S. Marco 927,False
45.436456421200354,12.333485991094555,6,5,"Riva Schiavoni 4089, Castello 3847, S. Marco 5397",False
45.43827410294655,12.341530469713234,6,3,S. M. Formosa 6217,False
45.43651665076289,12.339616785929168,6,3,Castello 5376,False
45.432923215722475,12.329597178334904,6,2,S. Marco 2940,False
45.437516208713134,12.335703201424767,6,1,S. Marco 5125,True
45.43281397755974,12.334171395686177,6,4, S. Marco 2288,False
45.44024553435337,12.322149810249275,6,3,S. Croce 688,False
45.43635074888533,12.33784296867771,6,2,S. Marco 4933,False
45.4343509424104,12.337222866968126,6,4,S. Marco 1105,False
45.4343593547604,12.333004144357032,6,1,S. Marco 3608,True
45.434362581104544,12.331836867661048,6,4,S. Angelo 3816,False
45.43616017412367,12.34691042650326,6,1,Castello 3269,True
45.44562468231417,12.331375582654193,6,2,Cannaregio 3355,False
45.440453287922736,12.327140737079713,6,2,S. Croce 1459,False
45.44189780793383,12.325626407862714,6,1,S. Croce 1299,True
45.4375098855356,12.334266508095183,6,4,S. Silvestro 720,False
45.434932938922714,12.323033962138,6,3,Dorsoduro 3444,False
45.43286908535203,12.334500198687143,6,3,S. Marco 2251,False
45.43459260046222,12.33100495408736,6,5,"San Stefano, Corte Pizzocchere, 3515",False
45.43458761591445,12.347452427493796,6,4,Castello 3825,False
45.438007,12.318851,6,4,Via Cappuccina 141,False
45.43458094842517,12.316845766089186,6,4," ""Dorsoduro 2242""",False
45.44188115847038,12.333808119150312,6,3,San Felice 3713,False
45.44511819755709,12.332789216568113,6,4,3434,False
45.43516783599372,12.335516229637014,6,5,S. Marco 4391,False
45.43261447455138,12.33239081390496,6,3,S. Marco 2511,False
45.443442327244725,12.3311222660588,6,4,Cannaregio 2342,False
45.433812865698656,12.338803534764589,6,3,"fdm. Sebastiano Venier 47 A, ""S. Marco 4537""",False
45.434052,12.3339172,6,3,Calle Fiubera 951,False
45.43423687775057,12.337711140806322,6,6,"Via Malamocco 110, S. Marco 3468",False
45.43544346986156,12.334971624130358,6,2,S. Marco 4218,False
45.44380146981124,12.327092429282557,6,3,Cannaregio 1353,False
45.4369426,12.3351703,6,3,Palazzo Bembo,False
45.43584359222273,12.33588548680615,6,3,S. Marco 4541,False
45.43883538426984,12.334909349426066,6,4,"Rialto, 100",False
45.43573958778162,12.336152502523928,6,2,S. Marco 4676,False
45.437029655904595,12.321408410002212,6,2,S. Croce 161,False
45.443323432105,12.337601197209676,6,3,Cannaregio 4928,False
45.435555,12.3465258,6,6,S. Antonin 3471,False
45.430316022712944,12.33215677709903,6,2,S. Vio 380,False
45.438685114494746,12.334026034074288,6,3,Rialto 473,False
45.43883793068634,12.326108789009483,6,2,S. Croce 2427 A,False
45.4337096,12.3338572,6,5,S. Fantin 2560,False
45.44366878423214,12.326386057441235,6,2,Cannaregio 1521,False
45.438670561191536,12.334984751335432,6,2,S. Polo 36,False
45.43907394131707,12.32674822131968,6,1,S. Polo 1022,True
45.4336699,12.3223199,6,4,Carmini 3693,False
45.43357749207509,12.33671485492638,6,3,Stp. dei Preti 1264,False
45.4336575,12.3310907,6,6,TRIBUNALE DIOCESANO E METROPOLITANO,False
45.44121349502872,12.33413266062867,6,3,Cannaregio 3927,False
45.4366881,12.3365489,6,6,ex Convento S. Salvador,False
45.43552868655715,12.3383438062759,6,3,S. Marco 231,False
45.43565149761279,12.343785330736551,6,2,Castello 4976,False
45.443400275884805,12.3249609769922,6,3,"Cast. 322, Cannaregio 6061",False
45.436948093329775,12.327201983770603,6,4,S. Polo 2998,False
45.4386091629223,12.334197728966409,6,2,S. Polo 560,False
45.44696489713047,12.332318172691412,6,3,Cannaregio 3508 A,False
45.44175152934193,12.3222319243179,6,2,Cann. 108,False
45.43404585127757,12.357244961134104,6,1,Castello 345,True
45.43899843485717,12.33442496456234,6,5,Rialto. 387,False
45.435694057008256,12.338656477272632,6,1,S. Marco 608,True
45.43070731258501,12.332905045365456,6,2,D. Duro 188,False
45.42769762514709,12.32166338956203,6,4,Giudecca 796.,False
