Name,Address,Location,section,Role,page_num,nom_classification,is_provincia,provincia_town,geocoding_tier,match_confidence,match_note,nominatim_query,nominatim_flagged,matched_lat,matched_lon
Varagnolo avv. Cleto,Calle Manzoni,Chioggia,ISTITUZIONI DI BENEFICENZA,Orfanotrofio Zittelle Bonaldo,506,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: Calle Manzoni, Chioggia, Italy | type=residential class=highway | FLAGGED","Calle Manzoni, Chioggia, Italy",True,45.2181916,12.2801789
Varagnolo avv. Cleto,Calle Duomo,Chioggia,ISTITUZIONI DI BENEFICENZA,Orfanotrofio Maristella,506,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: Calle Duomo, Chioggia, Italy | type=residential class=highway | FLAGGED","Calle Duomo, Chioggia, Italy",True,45.2174243,12.2762494
Varagnolo avv. Cleto,Calle S. Nicolò,Chioggia,ISTITUZIONI DI BENEFICENZA,Asilo Infantile Padoan,506,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: Calle S. Nicolò, Chioggia, Italy | type=residential class=highway | FLAGGED","Calle S. Nicolò, Chioggia, Italy",True,45.220743,12.2780747
Cav. si Maria maestro,Calle S. Nicolò,Chioggia,ISTITUZIONI DI BENEFICENZA,Asilo Infantile Padoan,506,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: Calle S. Nicolò, Chioggia, Italy | type=residential class=highway | FLAGGED","Calle S. Nicolò, Chioggia, Italy",True,45.220743,12.2780747
Ospedale Civico,Riva Vena 741,Chioggia,OSPEDALI,Ospedale Civico,506,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: Riva Vena 741, Chioggia, Italy | type=pedestrian class=highway | FLAGGED","Riva Vena 741, Chioggia, Italy",True,45.2169038,12.2784101
Aprile dott. Ettore,Calle Nordio Marangoni 78,Chioggia,PROFESSIONISTI,Avvocati,506,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: Calle Nordio Marangoni 78, Chioggia, Italy | type=living_street class=highway | FLAGGED","Calle Nordio Marangoni 78, Chioggia, Italy",True,45.2192439,12.2767936
Scarpa dott. Pietro,Calle Caneva,Chioggia,PROFESSIONISTI,Avvocati,506,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: Calle Caneva, Chioggia, Italy | type=residential class=highway | FLAGGED","Calle Caneva, Chioggia, Italy",True,45.2216063,12.2817057
Canella dott. Filippo,Riva Vena,Chioggia,PROFESSIONISTI,Farmacisti,506,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: Riva Vena, Chioggia, Italy | type=pedestrian class=highway | FLAGGED","Riva Vena, Chioggia, Italy",True,45.2179168,12.2789381
Macchine per scrivere - Calcolatrici - Duplicatori,Via XXII Marzo 2288,Venezia,COMMERCIO E INDUSTRIA,Duse,506,outside_venice,True,venezia,5f,nominatim_provincia_flagged,"Nominatim provincia: Via XXII Marzo 2288, Venezia, Italy | type=residential class=highway | FLAGGED","Via XXII Marzo 2288, Venezia, Italy",True,45.4677954,9.2147378
Bellemo comm. Eugenio,Calle S. Caterina,Chioggia,COMMERCIO E INDUSTRIA,Periti,507,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: Calle S. Caterina, Chioggia, Italy | type=residential class=highway | FLAGGED","Calle S. Caterina, Chioggia, Italy",True,45.2198606,12.2813425
Ballarin Giovanni,S. Giacomo 70,Chioggia,COMMERCIO E INDUSTRIA,Armarori,507,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: S. Giacomo 70, Chioggia, Italy | type=tertiary class=highway | FLAGGED","S. Giacomo 70, Chioggia, Italy",True,45.2188658,12.2793924
Scarpa Giuseppe,S. Andrea 78,Chioggia,COMMERCIO E INDUSTRIA,Armarori,507,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: S. Andrea 78, Chioggia, Italy | type=pedestrian class=highway | FLAGGED","S. Andrea 78, Chioggia, Italy",True,45.2213194,12.2799813
Tionzo Albino,Sottomarina 649,Chioggia,COMMERCIO E INDUSTRIA,Armarori,507,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: Sottomarina 649, Chioggia, Italy | type=suburb class=place | FLAGGED","Sottomarina 649, Chioggia, Italy",True,45.2148983,12.2938879
Gamu Emiloo,S. Andrea 168,Chioggia,COMMERCIO E INDUSTRIA,Armarori,507,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: S. Andrea 168, Chioggia, Italy | type=pedestrian class=highway | FLAGGED","S. Andrea 168, Chioggia, Italy",True,45.2213194,12.2799813
De Grandis Antonio,Duomo 593,Chioggia,COMMERCIO E INDUSTRIA,Armarori,507,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: Duomo 593, Chioggia, Italy | type=living_street class=highway | FLAGGED","Duomo 593, Chioggia, Italy",True,45.2175174,12.2766967
Boscolo Basilio,Sottomarina 790,Chioggia,COMMERCIO E INDUSTRIA,Armarori,507,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: Sottomarina 790, Chioggia, Italy | type=suburb class=place | FLAGGED","Sottomarina 790, Chioggia, Italy",True,45.2148983,12.2938879
Boscolo Aldemino,Sottomarina 372,Chioggia,COMMERCIO E INDUSTRIA,Armarori,507,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: Sottomarina 372, Chioggia, Italy | type=suburb class=place | FLAGGED","Sottomarina 372, Chioggia, Italy",True,45.2148983,12.2938879
Sambo Salvino,S. Andrea 844,Chioggia,COMMERCIO E INDUSTRIA,Armarori,507,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: S. Andrea 844, Chioggia, Italy | type=pedestrian class=highway | FLAGGED","S. Andrea 844, Chioggia, Italy",True,45.2213194,12.2799813
Boscolo Pilinio,Sottomarina 377,Chioggia,COMMERCIO E INDUSTRIA,Armarori,507,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: Sottomarina 377, Chioggia, Italy | type=suburb class=place | FLAGGED","Sottomarina 377, Chioggia, Italy",True,45.2148983,12.2938879
Boscolo Erminia «March»,Sottomarina 825,Chioggia,COMMERCIO E INDUSTRIA,Artioli Casalinghi,507,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: Sottomarina 825, Chioggia, Italy | type=suburb class=place | FLAGGED","Sottomarina 825, Chioggia, Italy",True,45.2148983,12.2938879
Pagan Vittore,S. Andrea 1278,Chioggia,COMMERCIO E INDUSTRIA,Artioli Casalinghi,507,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: S. Andrea 1278, Chioggia, Italy | type=pedestrian class=highway | FLAGGED","S. Andrea 1278, Chioggia, Italy",True,45.2213194,12.2799813
Ponicina Giulia,Sottomarina 70,Chioggia,COMMERCIO E INDUSTRIA,Artioli Casalinghi,507,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: Sottomarina 70, Chioggia, Italy | type=suburb class=place | FLAGGED","Sottomarina 70, Chioggia, Italy",True,45.2148983,12.2938879
Regini Eugenio,S. Giacomo 685,Chioggia,COMMERCIO E INDUSTRIA,Artioli Casalinghi,507,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: S. Giacomo 685, Chioggia, Italy | type=tertiary class=highway | FLAGGED","S. Giacomo 685, Chioggia, Italy",True,45.2185946,12.2803852
Vianello Luigiag,S. Giacomo 523,Chioggia,COMMERCIO E INDUSTRIA,Artioli Casalinghi,507,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: S. Giacomo 523, Chioggia, Italy | type=tertiary class=highway | FLAGGED","S. Giacomo 523, Chioggia, Italy",True,45.2185946,12.2803852
Zerrelli Fortunata,Duomo 978,Chioggia,COMMERCIO E INDUSTRIA,Artioli Casalinghi,507,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: Duomo 978, Chioggia, Italy | type=pedestrian class=highway | FLAGGED","Duomo 978, Chioggia, Italy",True,45.2171542,12.2774706
Donaggio Cesare & Figli,Riva Vena 919,Chioggia,COMMERCIO E INDUSTRIA,Forniture pescherecce,507,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: Riva Vena 919, Chioggia, Italy | type=pedestrian class=highway | FLAGGED","Riva Vena 919, Chioggia, Italy",True,45.2191485,12.279594
Via XXII Marzo, 2288,Venezia,COMMERCIO E INDUSTRIA,"Forniture completo MOBILI e AGCESSORI per UFFICIO, ",507,outside_venice,True,venezia,5f,nominatim_provincia_flagged,"Nominatim provincia: Via XXII Marzo 2288, Venezia, Italy | type=residential class=highway | FLAGGED","Via XXII Marzo 2288, Venezia, Italy",True,45.4677954,9.2147378
Bruno Scarpa,Stradale Ponte Caneva 635,Chioggia,COMMERCIO E INDUSTRIA,Carburanti - Lubrificanti,508,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: Stradale Ponte Caneva 635, Chioggia, Italy | type=residential class=highway | FLAGGED","Stradale Ponte Caneva 635, Chioggia, Italy",True,45.2219527,12.2802204
Donaggio Cesare,Duomo 741,Chioggia,COMMERCIO E INDUSTRIA,Attrezzi da pesca,508,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: Duomo 741, Chioggia, Italy | type=pedestrian class=highway | FLAGGED","Duomo 741, Chioggia, Italy",True,45.2171542,12.2774706
Oselladore Giovanni,S. Giacomo 593,Chioggia,COMMERCIO E INDUSTRIA,Attrezzi da pesca,508,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: S. Giacomo 593, Chioggia, Italy | type=tertiary class=highway | FLAGGED","S. Giacomo 593, Chioggia, Italy",True,45.2185946,12.2803852
Rossetti Ferdinando,S. Giacomo 659,Chioggia,COMMERCIO E INDUSTRIA,Attrezzi da pesca,508,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: S. Giacomo 659, Chioggia, Italy | type=tertiary class=highway | FLAGGED","S. Giacomo 659, Chioggia, Italy",True,45.2189689,12.2789905
Civiero Marcello,Corso del Popolo 111,Chioggia,COMMERCIO E INDUSTRIA,Autorimesse e noleggio automobili,508,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: Corso del Popolo 111, Chioggia, Italy | type=tertiary class=highway | FLAGGED","Corso del Popolo 111, Chioggia, Italy",True,45.2163477,12.2775039
Scarpa Giuseppe,Riva Vena,Chioggia,COMMERCIO E INDUSTRIA,Bandai e ottonai,508,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: Riva Vena, Chioggia, Italy | type=pedestrian class=highway | FLAGGED","Riva Vena, Chioggia, Italy",True,45.2179168,12.2789381
Scapinelli Giuseppe,S. Andrea 50,Chioggia,COMMERCIO E INDUSTRIA,Bar e bottiglierie,508,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: S. Andrea 50, Chioggia, Italy | type=pedestrian class=highway | FLAGGED","S. Andrea 50, Chioggia, Italy",True,45.2213194,12.2799813
"Boscolo Enrico ""Cappon""",Sottomarina 1067,Chioggia,COMMERCIO E INDUSTRIA,Bar e bottiglierie,508,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: Sottomarina 1067, Chioggia, Italy | type=suburb class=place | FLAGGED","Sottomarina 1067, Chioggia, Italy",True,45.2148983,12.2938879
Gandolfo Fulvio,Via Felice Cavallotti,Chioggia,COMMERCIO E INDUSTRIA,Bar e bottiglierie,508,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: Via Felice Cavallotti, Chioggia, Italy | type=residential class=highway | FLAGGED","Via Felice Cavallotti, Chioggia, Italy",True,45.2203601,12.2780776
Parisi Sergio,S. Andrea 428,Chioggia,COMMERCIO E INDUSTRIA,Bar e bottiglierie,508,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: S. Andrea 428, Chioggia, Italy | type=pedestrian class=highway | FLAGGED","S. Andrea 428, Chioggia, Italy",True,45.2213194,12.2799813
Salvagno Gino,Via Felice Cavallotti,Chioggia,COMMERCIO E INDUSTRIA,Bar e bottiglierie,508,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: Via Felice Cavallotti, Chioggia, Italy | type=residential class=highway | FLAGGED","Via Felice Cavallotti, Chioggia, Italy",True,45.2203601,12.2780776
Lina Amedeo,Fondamenta Vena,Chioggia,COMMERCIO E INDUSTRIA,Guida Commerciale,509,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: Fondamenta Vena, Chioggia, Italy | type=pedestrian class=highway | FLAGGED","Fondamenta Vena, Chioggia, Italy",True,45.2169038,12.2784101
Boscolo Angelo,Fondamenta S. Domenico,Chioggia,COMMERCIO E INDUSTRIA,Guida Commerciale,509,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: Fondamenta S. Domenico, Chioggia, Italy | type=residential class=highway | FLAGGED","Fondamenta S. Domenico, Chioggia, Italy",True,45.2205368,12.2822835
Riccioli Fausto,Riva Vena,Chioggia,COMMERCIO E INDUSTRIA,Guida Commerciale,509,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: Riva Vena, Chioggia, Italy | type=pedestrian class=highway | FLAGGED","Riva Vena, Chioggia, Italy",True,45.2179168,12.2789381
Agatea Eugenia,Duomo 598,Chioggia,COMMERCIO E INDUSTRIA,Biade e alimentari,509,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: Duomo 598, Chioggia, Italy | type=living_street class=highway | FLAGGED","Duomo 598, Chioggia, Italy",True,45.2175174,12.2766967
Ballarln Aldo,S. Giacomo 788,Chioggia,COMMERCIO E INDUSTRIA,Biade e alimentari,509,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: S. Giacomo 788, Chioggia, Italy | type=tertiary class=highway | FLAGGED","S. Giacomo 788, Chioggia, Italy",True,45.2185946,12.2803852
Bertotto Filippo,S. Giacomo 387,Chioggia,COMMERCIO E INDUSTRIA,Biade e alimentari,509,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: S. Giacomo 387, Chioggia, Italy | type=tertiary class=highway | FLAGGED","S. Giacomo 387, Chioggia, Italy",True,45.2185946,12.2803852
Bonivento Nicolo,S. Giacomo 471,Chioggia,COMMERCIO E INDUSTRIA,Biade e alimentari,509,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: S. Giacomo 471, Chioggia, Italy | type=tertiary class=highway | FLAGGED","S. Giacomo 471, Chioggia, Italy",True,45.2188658,12.2793924
Bonivento Faustino,Riva Vena,Chioggia,COMMERCIO E INDUSTRIA,Biade e alimentari,509,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: Riva Vena, Chioggia, Italy | type=pedestrian class=highway | FLAGGED","Riva Vena, Chioggia, Italy",True,45.2179168,12.2789381
Boscolo Alessandro a Meleguolo,Sottomarina 1554,Chioggia,COMMERCIO E INDUSTRIA,Biade e alimentari,509,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: Sottomarina 1554, Chioggia, Italy | type=suburb class=place | FLAGGED","Sottomarina 1554, Chioggia, Italy",True,45.2148983,12.2938879
Boscolo Anna e Mezzompoân,Sottomarina 975,Chioggia,COMMERCIO E INDUSTRIA,Biade e alimentari,509,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: Sottomarina 975, Chioggia, Italy | type=suburb class=place | FLAGGED","Sottomarina 975, Chioggia, Italy",True,45.2148983,12.2938879
Boscolo Domenico e ^ron,Sottomarina 253,Chioggia,COMMERCIO E INDUSTRIA,Biade e alimentari,509,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: Sottomarina 253, Chioggia, Italy | type=suburb class=place | FLAGGED","Sottomarina 253, Chioggia, Italy",True,45.2148983,12.2938879
Boscolo Eugenio «Todaro»,Sottomarina 335,Chioggia,COMMERCIO E INDUSTRIA,Biade e alimentari,509,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: Sottomarina 335, Chioggia, Italy | type=suburb class=place | FLAGGED","Sottomarina 335, Chioggia, Italy",True,45.2148983,12.2938879
Boscolo Fioravante «Nata»,Sottomarina 1169,Chioggia,COMMERCIO E INDUSTRIA,Biade e alimentari,509,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: Sottomarina 1169, Chioggia, Italy | type=suburb class=place | FLAGGED","Sottomarina 1169, Chioggia, Italy",True,45.2148983,12.2938879
Boscolo Giovanni «Bisto»,Sottomarina 946,Chioggia,COMMERCIO E INDUSTRIA,Biade e alimentari,509,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: Sottomarina 946, Chioggia, Italy | type=suburb class=place | FLAGGED","Sottomarina 946, Chioggia, Italy",True,45.2148983,12.2938879
Boscolo Giuseppe «Caporale»,Sottomarina 647,Chioggia,COMMERCIO E INDUSTRIA,Biade e alimentari,509,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: Sottomarina 647, Chioggia, Italy | type=suburb class=place | FLAGGED","Sottomarina 647, Chioggia, Italy",True,45.2148983,12.2938879
Boscolo Luigi Giachelinna,Sottomarina 600,Chioggia,COMMERCIO E INDUSTRIA,Biade e alimentari,509,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: Sottomarina 600, Chioggia, Italy | type=suburb class=place | FLAGGED","Sottomarina 600, Chioggia, Italy",True,45.2148983,12.2938879
Boscolo Maria «Pantalin»,Sottomarina 440,Chioggia,COMMERCIO E INDUSTRIA,Biade e alimentari,509,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: Sottomarina 440, Chioggia, Italy | type=suburb class=place | FLAGGED","Sottomarina 440, Chioggia, Italy",True,45.2148983,12.2938879
Boscolo Regina «Meleguolo»,Sottomarina 1600,Chioggia,COMMERCIO E INDUSTRIA,Biade e alimentari,509,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: Sottomarina 1600, Chioggia, Italy | type=suburb class=place | FLAGGED","Sottomarina 1600, Chioggia, Italy",True,45.2148983,12.2938879
Bullo Andrea,Duomo 398,Chioggia,COMMERCIO E INDUSTRIA,Biade e alimentari,509,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: Duomo 398, Chioggia, Italy | type=living_street class=highway | FLAGGED","Duomo 398, Chioggia, Italy",True,45.2175174,12.2766967
Bullo Mario,S. Giacomo 22,Chioggia,COMMERCIO E INDUSTRIA,Biade e alimentari,509,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: S. Giacomo 22, Chioggia, Italy | type=tertiary class=highway | FLAGGED","S. Giacomo 22, Chioggia, Italy",True,45.2185946,12.2803852
Costa Pietro,Orti 41,Chioggia,COMMERCIO E INDUSTRIA,Biade e alimentari,509,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: Orti 41, Chioggia, Italy | type=secondary class=highway | FLAGGED","Orti 41, Chioggia, Italy",True,45.1844936,12.2709613
Domin Antonio,S. Anna 294,Chioggia,COMMERCIO E INDUSTRIA,Biade e alimentari,509,outside_venice,True,chioggia,5,nominatim_provincia,"Nominatim provincia: S. Anna 294, Chioggia, Italy | type=place_of_worship class=amenity","S. Anna 294, Chioggia, Italy",False,45.1460907,12.266363
Gradara Vittore,Duomo 81,Chioggia,COMMERCIO E INDUSTRIA,Biade e alimentari,509,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: Duomo 81, Chioggia, Italy | type=living_street class=highway | FLAGGED","Duomo 81, Chioggia, Italy",True,45.2175174,12.2766967
Palladon Gastone,S. Andrea 203,Chioggia,COMMERCIO E INDUSTRIA,Biade e alimentari,509,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: S. Andrea 203, Chioggia, Italy | type=pedestrian class=highway | FLAGGED","S. Andrea 203, Chioggia, Italy",True,45.2213194,12.2799813
Padovan Lorenzo,Duomo 65,Chioggia,COMMERCIO E INDUSTRIA,Biade e alimentari,509,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: Duomo 65, Chioggia, Italy | type=pedestrian class=highway | FLAGGED","Duomo 65, Chioggia, Italy",True,45.2171542,12.2774706
») (esia, Sottomarina 268,Chioggia,COMMERCIO E INDUSTRIA,"Biade e alimentari, Peuzo Narsica",509,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: Sottomarina 268, Chioggia, Italy | type=suburb class=place | FLAGGED","Sottomarina 268, Chioggia, Italy",True,45.2148983,12.2938879
Perini Aurora,S. Giacomo 725,Chioggia,COMMERCIO E INDUSTRIA,Biade e alimentari,509,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: S. Giacomo 725, Chioggia, Italy | type=tertiary class=highway | FLAGGED","S. Giacomo 725, Chioggia, Italy",True,45.2188658,12.2793924
Plex Maria,Duomo 269,Chioggia,COMMERCIO E INDUSTRIA,Biade e alimentari,509,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: Duomo 269, Chioggia, Italy | type=pedestrian class=highway | FLAGGED","Duomo 269, Chioggia, Italy",True,45.2171542,12.2774706
Raimato Angelo,S. Giacomo 215,Chioggia,COMMERCIO E INDUSTRIA,Biade e alimentari,509,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: S. Giacomo 215, Chioggia, Italy | type=tertiary class=highway | FLAGGED","S. Giacomo 215, Chioggia, Italy",True,45.2185946,12.2803852
Salvagno Edoardo,S. Andrea 281,Chioggia,COMMERCIO E INDUSTRIA,Biade e alimentari,509,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: S. Andrea 281, Chioggia, Italy | type=pedestrian class=highway | FLAGGED","S. Andrea 281, Chioggia, Italy",True,45.2213194,12.2799813
Scarpa Carlo,S. Giacomo 634,Chioggia,COMMERCIO E INDUSTRIA,Biade e alimentari,509,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: S. Giacomo 634, Chioggia, Italy | type=tertiary class=highway | FLAGGED","S. Giacomo 634, Chioggia, Italy",True,45.2189689,12.2789905
Torezo Angelo «Sponton»,Sottomarina 386,Chioggia,COMMERCIO E INDUSTRIA,Biade e alimentari,509,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: Sottomarina 386, Chioggia, Italy | type=suburb class=place | FLAGGED","Sottomarina 386, Chioggia, Italy",True,45.2148983,12.2938879
Tiozzo Cesira «Bizzarol»,Sottomarina 218,Chioggia,COMMERCIO E INDUSTRIA,Biade e alimentari,509,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: Sottomarina 218, Chioggia, Italy | type=suburb class=place | FLAGGED","Sottomarina 218, Chioggia, Italy",True,45.2148983,12.2938879
Tiozzo Rosa Sponton,Sottomarina 211,Chioggia,COMMERCIO E INDUSTRIA,Biade e alimentari,509,outside_venice,True,chioggia,5f,nominatim_provincia_flagged,"Nominatim provincia: Sottomarina 211, Chioggia, Italy | type=suburb class=place | FLAGGED","Sottomarina 211, Chioggia, Italy",True,45.2148983,12.2938879
